,'File' Attachments,Archive,Attendance,Contains_BOF,Date,Edition,Event_Date,Event_Location,Issue,Location,Newspaper,Notes,Organization_Hosting,Persons,Place Published,Price_Event,Record Number,Reference Type,Reporter,Revenue,Short Title,Title,Unique_Reference_Number,Year,MENU,Coordinates
878,"internal-pdf://2407636601/The Saint Paul Globe, November 18, 1900.pdf",LOC Conundrum Tea,,,"November 18, 1900",,"Novemver 16, 1900",,,"Saint Paul, Minnesota",The Saint Paul Globe,,,,Residence of Mrs. William Sproat,,6515.0, Newspaper Article,,,Spinster’s Club,Spinster’s Club,,,,"[-93.1015026, 44.9504037]"
879,"internal-pdf://3594751247/The Cecil Whig, October 05, 1901.pdf",LOC Conundrum Tea,,,"October 05, 1901",,3-Oct-01,,,"Elkton, Maryland",The Cecil Whig,,,,Old church building,,6505.0, Newspaper Article,,,The Golden Rod,The Golden Rod,,,,"[-75.8330934, 39.6065073]"
880,"internal-pdf://1704365078/The Saint Paul Globe, November 19, 1896.pdf",LOC Conundrum Tea,,,"November 19, 1896",,"November 24, 1896",,,"Saint Paul, Minnesota",The Saint Paul Globe,"Also mentioned 22, 24, 25 November",,,Church on Van Slyke court and Olive street,,6517.0, Newspaper Article,,,Choral Society of the First German M.E. Church,Choral Society of the First German M.E. Church,,,,"[-93.1015026, 44.9504037]"
881,"internal-pdf://1431419373/Alma Record, December 20, 1895.pdf",LOC Conundrum Tea,,,"December 20, 1895",,"December 17, 1895",,,"Alma, Michigan",Alma Record,Referred to as “The Englishman’s Delight”,,,L.G. Loomis,,6511.0, Newspaper Article,,,,,,,,"[-84.659727, 43.37892]"
882,"internal-pdf://4172670832/Warren Sheaf, October 31, 1917.pdf",LOC Conundrum Tea,,,"October 31, 1917",,31-Oct-17,,,"Warren, Minnesota",Warren Sheaf,,,,,,6516.0, Newspaper Article,,,,,,,,"[-96.7727048, 48.196591]"
883,"internal-pdf://0631704559/Arizona Republican, October 3, 1920.pdf",LOC Conundrum Tea,,,"October 03, 1920",,6-Oct-20,,,"Phoenix, Arizona",Arizona Republican,,,,Home of Mrs E. E. Jack,,6475.0, Newspaper Article,,,,,,,,"[-112.0773456, 33.4485866]"
884,"internal-pdf://0352406211/The Daily Sentinel, April 14, 1900.pdf",LOC Conundrum Tea,,,"April 14, 1900",,13-Apr-00,,,"Grand Junction, Colorado",The Daily Sentinel,Menu included.,,,Home of Mrs. J.J. Lumsden,,6477.0, Newspaper Article,,,Ladies of W.C.T.U.,Ladies of W.C.T.U.,,,Menu: Boston overthrow 2c Tea. Tabby's party 1c Cat-sup. Drunkard horror 1c Water. Impertinence 3c Sauce. Fruit of the vine 1c Pickles. Thin staff 1c Bread. Curtain lecture 2c Coco cake. Young man's sweetheart 4c Honey. A cold vowel 3c Cough-ee. Sweet sixteen 3c 19 pieces of candy. Women of grit 5c Sand-witch. B B B B B B 5c Boston bakes beans etc. Oliver Twist 3c Fried cakes. Chip of the old block 1c Tooth pick.,"[-108.5507317, 39.063956]"
885,"internal-pdf://1911165187/The Evening Journal, December 19, 1914.pdf",LOC Conundrum Tea,,,"December 19, 1914",,,,,"Wilmington, Delaware",Evening Journal,,,,,,6484.0, Newspaper Article,,,Senior Class of Chespeake City High School,Senior Class of Chespeake City High School,,,,"[-75.546589, 39.7459468]"
886,"internal-pdf://1402586701/The Commonwealth, November 21, 1907.pdf",LOC Conundrum Tea,,,"November 21, 1907",,27-Nov-07,,,"Scotland Neck, North Carolina",The Commonwealth,,,,"Residence of Mrs. Armstrong, Hobgood",,6587.0, Newspaper Article,,,School Library and Baptist Orphanage,School Library and Baptist Orphanage,,,,"[-77.4202475, 36.1296002]"
887,"internal-pdf://4013483725/The Brattleboro Reformer, September 08, 1911.pdf",LOC Conundrum Tea,,,"September 08, 1911",,12-Sep-11,,,"Brattleboro, Vermont",The Brattleboro Reformer,,,,Grange,,6649.0, Newspaper Article,,,,,,,,"[-72.5578678, 42.8509152]"
888,"internal-pdf://0655495363/Shiner Gazette, December 13, 1905.pdf",LOC Conundrum Tea,,,"December 13, 1905",,15-Dec-05,,,"Shiner, Texas",Shiner Gazette,,,,Opera house,,6644.0, Newspaper Article,,,The Ladies Aid Society of the Methodist Church,The Ladies Aid Society of the Methodist Church,,,,"[-97.1717981, 29.429978]"
889,"internal-pdf://4084960721/The Wheeling Daily Intelligencer, December 13.pdf",LOC Conundrum Tea,,,"December 13, 1893",,"December 15, 1893",,,"Wheeling, West Virginia",The Wheeling Daily Intelligencer,,,,St Luke’s Church,,6678.0, Newspaper Article,,,St Luke’s Church,St Luke’s Church,,,,"[-80.7209149, 40.0639616]"
890,"internal-pdf://0349517441/The Helena Independent, April 19, 1891.pdf",LOC Conundrum Tea,,,"April 19, 1891",,,,,"Helena, Montana",The Helena Independent,,,,,,6519.0, Newspaper Article,,,,,,,,"[-112.036109, 46.592712]"
891,"internal-pdf://3617318122/The Coconino Sun, September 12, 1891.pdf",LOC Conundrum Tea,,,"September 12, 1891",,"September 15, 1891",,,"Flagstaff, Arizona",The Coconino Sun,Also mentioned September 19.,,,Hoswall Hall,,6474.0, Newspaper Article,,,Ladies of the Presbyterian church,Ladies of the Presbyterian church,,,,"[-111.6514259, 35.199458]"
892,"internal-pdf://4089174004/The Bennington Evening Banner, December 07, 19.pdf",LOC Conundrum Tea,,,"December 07, 1911",,1-Dec-11,,,"Bennington, Vermont",The Bennington Evening Banner,,,,,,6648.0, Newspaper Article,,,The Ladies’  Aid Society of the M.E. Church,The Ladies’  Aid Society of the M.E. Church,,,,"[-73.1473048, 43.0125713]"
893,"internal-pdf://3516616707/The Times Dispatch, April 13, 1913.pdf",LOC Conundrum Tea,,,"April 13, 1913",,17-Apr-13,,,"Richmond, Virginia",The Times Dispatch,Mentioned also April 17.,,,,,6671.0, Newspaper Article,,,Members of a circle of King’s Daughters at Christ Church,Members of a circle of King’s Daughters at Christ Church,,,,"[-77.43428, 37.5385087]"
894,"internal-pdf://1498617643/The Scranton Tribune, November 16, 1894.pdf",LOC Conundrum Tea,,,"November 16, 1894",,"November 15, 1894",,,"Scranton, Pennsylvania",The Scranton Tribune,,,,Church parlors,,6638.0, Newspaper Article,,,The Ladies’ Aid Society of the Park Place Methodeist Episcopal Church,The Ladies’ Aid Society of the Park Place Methodeist Episcopal Church,,,,"[-75.6621294, 41.4086874]"
895,"internal-pdf://1722060045/The Forest Republican, November 15, 1911.pdf",LOC Conundrum Tea,,,"November 15, 1911",,11-Nov-11,,,"Tionesta, Pennsylvania",The Forest Republican,,,,,,6641.0, Newspaper Article,,,Y.W.C.T.U,Y.W.C.T.U,,,,"[-79.4558798, 41.49534]"
896,"internal-pdf://3594751246/Las Vegas Free Press, April 08, 1892.pdf",LOC Conundrum Tea,,,"April 08, 1892",,"April 08, 1892",,,"East Las Vegas, New Mexico",Las Vegas Free Press,Also mentioned April 07.,,,,,6584.0, Newspaper Article,,,,,,,,
897,"internal-pdf://3896290001/Herald and News, November 12, 1891.pdf",LOC Conundrum Tea,,,"November 12, 1891",,"November 13, 1891",,,"West Randolph, Vermont",Herald and News,Also mentioned November 19.,,,Town hall,,6659.0, Newspaper Article,,,Ladies of the M.E. Church,Ladies of the M.E. Church,,,,"[-72.666321, 43.925099]"
898,"internal-pdf://0238962593/The Marion Daily Mirror, September 27, 1911.pdf",LOC Conundrum Tea,,,"September 27, 1911",,26-Sep-11,,,"Marion, Ohio",The Marion Daily Mirror,,,,Home of Miss Ethel Cooke on South State street,,6589.0, Newspaper Article,,,Luther League of the Lutheran Church,Luther League of the Lutheran Church,,,,"[-83.1895249, 40.5885271]"
899,"internal-pdf://1402961678/The Salt Lake Herald, September 26, 1905.pdf",LOC Conundrum Tea,,,"September 26, 1905",,23-Sep-05,,,"Salt Lake City, Utah",The Salt Lake Herald,,,,,,6646.0, Newspaper Article,,,Mrs. H. J. Schultze,Mrs. H. J. Schultze,,,,"[-111.8904308, 40.7670126]"
900,"internal-pdf://1869470118/The Washington Herald, October 10, 1915.pdf",LOC Conundrum Tea,,,"October 10, 1915",,,,,"Washington, D.C.",The Washington Herald,,,,Lecture room of the church,,6485.0, Newspaper Article,,,Epworth League of Grace Methodist Church,Epworth League of Grace Methodist Church,,,,"[-77.0365625, 38.8950092]"
901,"internal-pdf://3138376563/The Evening Journal, February 01, 1898.pdf",LOC Conundrum Tea,,,"February 01, 1898",,"January 28, 1898",,,"Wilmington, Delaware",The Evening Journal,Also mentioned January 27.,,,The Hall,,6481.0, Newspaper Article,,,Women of Mitford Hydon’s Sunday School class,Women of Mitford Hydon’s Sunday School class,,,,"[-75.546589, 39.7459468]"
902,"internal-pdf://1431419372/The Democratic Press, February 01, 1893.pdf",LOC Conundrum Tea,,,"February 01, 1893",,"February 07, 1893",,,"Ravenna, Ohio",The Democratic Press,,,,Mrs. E.W. Maxson’s,,6590.0, Newspaper Article,,,The Ladies of the Benevolent Society of the Congregational Church residing in the north east quarter,The Ladies of the Benevolent Society of the Congregational Church residing in the north east quarter,,,,"[-81.242047, 41.157557]"
903,"internal-pdf://0111537757/Every Evening, Wilmington Daily Commercial, Ap.pdf",LOC Conundrum Tea,,,"April 25, 1906",,26-Apr-06,,,"Wilmington, Delaware","Every Evening, Wilmington Daily Commercial",,,,Chapel,,6483.0, Newspaper Article,,,The Ladies’ Aid Society of Elsmere Presbyterian Chapel,The Ladies’ Aid Society of Elsmere Presbyterian Chapel,,,,"[-75.546589, 39.7459468]"
904,"internal-pdf://3080593839/The Midland Journal, October 08, 1897.pdf",LOC Conundrum Tea,,,"October 08, 1897",,"October 02, 1897",,,"Rising Sun, Maryland",The Midland Journal,,,,,,6502.0, Newspaper Article,,,The Ladies of Moore’s Chapel,The Ladies of Moore’s Chapel,,,,"[-76.0628964, 39.6980597]"
905,"internal-pdf://3936859990/The Aegis & Intelligencer, December 04, 1903.pdf",LOC Conundrum Tea,,,"December 04, 1903",,28-Nov-03,,,"Bel Air, Maryland",The Aegis & Intelligencer,,,,Home of Misses Lois H. and Phebe A. Preston,,6503.0, Newspaper Article,,,Misses Lois H. and Phebe A. Preston,Misses Lois H. and Phebe A. Preston,,,,"[-76.3490396, 39.5355063]"
906,"internal-pdf://3692101147/Democratic Messenger, September 23, 1899.pdf",LOC Conundrum Tea,,,"September 23, 1899",,"October 3, 1899",,,"Snow Hill, Maryland",Democratic Messenger,,,,,,6500.0, Newspaper Article,,,Ladies of the M.E. Church,Ladies of the M.E. Church,,,,"[-75.3926959, 38.1770634]"
907,"internal-pdf://1734575188/The Seattle Post-Intelligencer, April 24, 1892.pdf",LOC Conundrum Tea,,,"April 24, 1892",,"April 29, 1892",,,"Seattle, Washington",The Seattle Post-Intelligencer,Mentioned also May 02.,,,Church Parlors,,6674.0, Newspaper Article,,,The Ladies’ Aid Society of the Grace M.E. Church,The Ladies’ Aid Society of the Grace M.E. Church,,,,"[-122.3300624, 47.6038321]"
908,"internal-pdf://2855384614/The State Rights Democrat, October 06, 1893.pdf",LOC Conundrum Tea,,,"October 06, 1893",,"October 10, 1893",,,"Albany, Oregon",The State Rights Democrat,,,,W.C.T.U,,6591.0, Newspaper Article,,,,,,,,"[-123.1059324, 44.6365071]"
909,"internal-pdf://3006968059/Virignia Citizen, April 12, 1901.pdf",LOC Conundrum Tea,,,"April 12, 1901",,"28 March, 1901",,,"Irvington, Virginia",Virginia Citizen,,,,Residence of J.M. McCarty,,6673.0, Newspaper Article,,,The Ladies Aid Society of the Presbyterian Church,The Ladies Aid Society of the Presbyterian Church,,,,"[-76.4191161, 37.6615287]"
910,"internal-pdf://3422857385/Evening Star, December 31, 1894.pdf",LOC Conundrum Tea,,,"December 31, 1894",,"December 27, 1894",,,"Washington, D.C",Evening Star,,,,,,6486.0, Newspaper Article,,,Mr and Mrs Norris,Mr and Mrs Norris,,,,"[-77.0365625, 38.8950092]"
911,"internal-pdf://2389393256/Herald and News, October 29, 1891.pdf",LOC Conundrum Tea,,,"October 29, 1891",,"October 21, 1891",,,"West Randolph, Vermont",Herald and News,,,,Echo Farm,,6658.0, Newspaper Article,,,Bethel Lympus people,Bethel Lympus people,,,,"[-72.666321, 43.925099]"
912,"internal-pdf://4059243593/Shepherdstown Register, April 08, 1908.pdf",LOC Conundrum Tea,,,"April 08, 1908",,11-Apr-08,,,"Shepherdstown, West Virginia",Shepherdstown Register,,,,Hall of the old college building,,6676.0, Newspaper Article,,,The Y.W.C.A. of Shepherd College,The Y.W.C.A. of Shepherd College,,,,"[-77.804161, 39.4300996]"
913,"internal-pdf://1156541310/Vermont Phœnix, September 08, 1911.pdf",LOC Conundrum Tea,,,,,12-Sep-11,,,"Brattleboro, Vermont",Vermont Phœnix,,,,Grange,,6657.0, Newspaper Article,,,,,,,,"[-72.5578678, 42.8509152]"
914,"internal-pdf://2711809224/Vermont Phoenix, February 26, 1892.pdf",LOC Conundrum Tea,,,"February 26, 1892",,"February 17, 1892",,,"Brattleboro, Vermont",Vermont Phoenix,,,,,,6654.0, Newspaper Article,,,Young Ladies,Young Ladies,,,,"[-72.5578678, 42.8509152]"
915,"internal-pdf://0719885375/Virginian-Pilot, February 27, 1900.pdf",LOC Conundrum Tea,,,"February 27, 1900",,27-Feb-00,,,"Norfolk, Virginia",Virginian-Pilot,,,,"Residence of Mrs. A.L. Blanks, No. 60, Outten street",,6666.0, Newspaper Article,,,Grace Baptist Church,Grace Baptist Church,,,,"[-76.2929252, 36.8462923]"
916,"internal-pdf://3455528520/The Cecil Whig, January 23, 1897.pdf",LOC Conundrum Tea,,,"January 23, 1897",,"January 27, 1897",,,"Elkton, Maryland",The Cecil Whig,,,,Residence of George M. Wandergrift,,6506.0, Newspaper Article,,,The young ladies of Wesley Chapel,The young ladies of Wesley Chapel,,,,"[-75.8330934, 39.6065073]"
917,"internal-pdf://2283978987/Fort Worth Gazette, January 09, 1894.pdf",LOC Conundrum Tea,,,"January 09, 1894",,"January 10, 1894",,,"Fort Worth, Texas",Fort Worth Gazette,,,,Rectory,,6642.0, Newspaper Article,,,The Ladies’ Guild of St. Andrew’s church,The Ladies’ Guild of St. Andrew’s church,,,,"[-97.3327459, 32.753177]"
918,"internal-pdf://4087448085/The Richmond Palladium and Sun-Telegram, May 1.pdf",LOC Conundrum Tea,,,"May 17, 1907",,17-May-07,,,"Richmond, Indiana",The Richmond Palladium and Sun-Telegram,,,,,,6493.0, Newspaper Article,,,Epworth League of the First M.E. Church,Epworth League of the First M.E. Church,,,,"[-84.8898521, 39.8286897]"
919,"internal-pdf://1708302645/The Barre Daily Times, January 26, 1907.pdf",LOC Conundrum Tea,,,"January 26, 1907",,30-Jan-07,,,"Barre, Vermont",The Barre Daily Times,,,,Residence of Mrs. C. L. Slack and Mrs George Williams,,6655.0, Newspaper Article,,,Mrs. C. L. Slack and Mrs George Williams,Mrs. C. L. Slack and Mrs George Williams,,,,"[-72.502213, 44.197467]"
920,"internal-pdf://1244316431/The Pensacola Journal, January 26, 1906.pdf",LOC Conundrum Tea,,,"January 26, 1906",,26-Jan-06,,,"Pensacola, Florida",The Pensacola Journal,"Mentioned January 21, 24, 25.",,,"Residence of Mrs. F.M. Williams, corner 13th street and 13th avenue",,6488.0, Newspaper Article,,,The Epworth League of Gadsden M.E. Church,The Epworth League of Gadsden M.E. Church,,,,"[-87.2169149, 30.421309]"
921,"internal-pdf://1504569912/The Saline County Journal, March 19, 1891.pdf",LOC Conundrum Tea,,,"March 19, 1891",,"March 21, 1891",,,"Salina, Kansas",The Saline County Journal,,,,,,6496.0, Newspaper Article,,,The Epworth League of the M.E. Church,The Epworth League of the M.E. Church,,,,"[-97.6114237, 38.8402805]"
922,"internal-pdf://0304089161/The Times, February 24, 1901.pdf",LOC Conundrum Tea,,,"February 24, 1901",,1-Feb-01,,,"Richmond, Virginia",The Times,,,,residence of Mr. E.K. Sampson,,6667.0, Newspaper Article,,,,,,,,"[-77.43428, 37.5385087]"
923,"internal-pdf://1129566402/Shepherdstown Register, February 24, 1898.pdf",LOC Conundrum Tea,,,"February 24, 1898",,"February 22, 1898",,,"Shepherdstown, West Virginia",Shepherdstown Register,,,,Parsonage,,6675.0, Newspaper Article,,,Literary Department of the Shepherdstown Epworth League M.E. Church South,Literary Department of the Shepherdstown Epworth League M.E. Church South,,,,"[-77.804161, 39.4300996]"
924,"internal-pdf://2706896565/Orange County Observer, February 29, 1896.pdf",LOC Conundrum Tea,,,"February 29, 1896",,"March 05, 1896",,,"Hillsborough, North Carolina",Orange County Observer,,,,Masonic Hall,,6588.0, Newspaper Article,,,The ladies of the Methodist Congregation,The ladies of the Methodist Congregation,,,,"[-79.0992279, 36.0752297]"
925,"internal-pdf://3829176414/Virginia-Pilot, March 29, 1899.pdf",LOC Conundrum Tea,,,"March 29, 1899",,"March 20, 1899",,,"Norfolk, Virginia",Virginian-Pilot,,,,"Residence of Mrs M.S Hart, corner of Webster avenue and A street",,6665.0, Newspaper Article,,,The Epworth Endeavor Society of the Park View Methodist Church,The Epworth Endeavor Society of the Park View Methodist Church,,,,"[-76.2929252, 36.8462923]"
926,"internal-pdf://3130390633/Shepherdstown Register, January 21, 1909.pdf",LOC Conundrum Tea,,,"January 21, 1909",,23-Jan-09,,,"Shepherdstown, West Virginia",Shepherdstown Register,,,,Old College Building,,6677.0, Newspaper Article,,,Y.M.C.A. and Y.W.C.A of Shepherd College,Y.M.C.A. and Y.W.C.A of Shepherd College,,,,"[-77.804161, 39.4300996]"
927,"internal-pdf://0037487768/The Times Dispatch, March 04, 1904.pdf",LOC Conundrum Tea,,,"March 04, 1904",,4-Mar-04,,,"Richmond, Virginia",The Times Dispatch,,,,Methodist Church,,6661.0, Newspaper Article,,,,,,,,"[-77.43428, 37.5385087]"
928,"internal-pdf://0238962594/Grand Rapids Herald, May 15, 1892.pdf",LOC Conundrum Tea,,,"May 15, 1892",,"May 12, 1892",,,"Grand Rapids, Michigan",Grand Rapids Herald,Menu included. Also mentioned on May 10.,,,Residence of Dr and Mrs C. H. Johnston,,6510.0, Newspaper Article,,,Mrs. A.B. Coffinberry’s of Grace Church,Mrs. A.B. Coffinberry’s of Grace Church,,,,"[-85.6678639, 42.9632405]"
929,"internal-pdf://1251300604/The Roanoke Times, February 15, 1898.pdf",LOC Conundrum Tea,,,"February 15, 1898",,"February 17, 1898",,,"Roanoke, Virginia",The Roanoke Times,"Mentioned on 16, 17, 19 February",,,Lecture room of the church,,6662.0, Newspaper Article,,,Ladies of the Elpaal Society of the First Baptist Church,Ladies of the Elpaal Society of the First Baptist Church,,,,"[-79.9602021478478, 37.2738215]"
930,"internal-pdf://2273590851/The Roanoke Daily Times, January 24, 1896.pdf",LOC Conundrum Tea,,,"January 24, 1896",,,,,"Roanoke, Virginia",The Roanoke Daily Times,Mentioned also on January 22.,,,"W.R. Moore’s, 329 Church avenue",,6663.0, Newspaper Article,,,Ladies of the Church Avenue Christian Church,Ladies of the Church Avenue Christian Church,,,,"[-79.9602021478478, 37.2738215]"
931,"internal-pdf://1776808926/The Star, March 27, 1901.pdf",LOC Conundrum Tea,,,"March 27, 1901",,12-Apr-01,,,"Reynoldsville, Pennsylvania",The Star,"Mentioned also March 20, April 10 and April 17.",,,Bell’s Hall,,6592.0, Newspaper Article,,,Woman’s Relief Corps,Woman’s Relief Corps,,,,"[-78.8886436, 41.0970071]"
932,"internal-pdf://2803342343/The Columbian, May 13, 1892.pdf",LOC Conundrum Tea,,,"May 13, 1892",,"May 07, 1892",,,"Bloomsburg, Pennsylvania",The Columbian,,,,,,6636.0, Newspaper Article,,,Ladies of the Presbyterian Church,Ladies of the Presbyterian Church,,,,"[-76.4537302, 41.0044958]"
933,"internal-pdf://2426206500/The Times Dispatch, March 16, 1905.pdf",LOC Conundrum Tea,,,"March 16, 1905",,17-Mar-05,,,"Richmond, Virginia",The Times Dispatch,,,,Laurel Street M.E. Church,,6669.0, Newspaper Article,,,Helping Hand Society,Helping Hand Society,,,,"[-77.43428, 37.5385087]"
934,"internal-pdf://3244173414/The Republican Journal, January 24, 1895.pdf",LOC Conundrum Tea,,,"January 24, 1895",,,,,"Belfast, Maine",The Republican Journal,,,,,,6499.0, Newspaper Article,,,The Relief Corps,The Relief Corps,,,,"[-69.0067359, 44.4261194]"
935,"internal-pdf://3287385116/The Daytona Daily News, March 16, 1915.pdf",LOC Conundrum Tea,,,"March 16, 1915",,20-Mar-15,,,"Daytona, Florida",The Daytona Daily News,Mentioned also March 24.,,,Chapel at Seabreeze,,6489.0, Newspaper Article,,,Ladies’ Society of the First Baptist Church,Ladies’ Society of the First Baptist Church,,,,"[-81.0228331, 29.2108147]"
936,"internal-pdf://2648102640/Orleans County Monitor, March 14, 1892.pdf",LOC Conundrum Tea,,,"March 14, 1892",,"March 18, 1892",,,"Barton, Vermont",Orleans County Monitor,,,,Cong,,6650.0, Newspaper Article,,,The Ladies’ Aid Society,The Ladies’ Aid Society,,,,"[-72.174317559118, 44.74844]"
937,"internal-pdf://4206140841/St. Paul Daily Globe, January 15, 1893.pdf",LOC Conundrum Tea,,,"January 15, 1893",,,,,"Saint Paul, Minnesota",St. Paul Daily Globe,,,,Home of Mrs. R. Bloomfield,,6514.0, Newspaper Article,,,Ladies of the Presbyterian Aid society,Ladies of the Presbyterian Aid society,,,,"[-93.1015026, 44.9504037]"
938,"internal-pdf://1590079438/The Cecil Whig, November 28, 1914.pdf",LOC Conundrum Tea,,,,,4-Dec-14,,,"Elkton, Maryland",The Cecil Whig,,,,Assembly Room,,6507.0, Newspaper Article,,,Senior class of the Chesapeake City High School,Senior class of the Chesapeake City High School,,,,"[-75.8330934, 39.6065073]"
939,"internal-pdf://0337453822/The Vermont Watchman, January 11, 1899.pdf",LOC Conundrum Tea,,,"January 11, 1899",,"January 18, 1899",,,"Montpelier, Vermont",The Vermont Watchman,,,,,,6647.0, Newspaper Article,,,Ladies Aid,Ladies Aid,,,,"[-72.575684, 44.260445]"
940,"internal-pdf://3520709980/Middletown Transcript, May 23, 1903.pdf",LOC Conundrum Tea,,,"May 23, 1903",,29-May-03,,,"Middletown, Delaware",Middletown Transcript,,,,,,6479.0, Newspaper Article,,,Young Ladies of Miss Margaret Pensel’s Sunday School Class,Young Ladies of Miss Margaret Pensel’s Sunday School Class,,,,"[-75.7166811, 39.4496857]"
941,"internal-pdf://1395235122/The Globe-Republican, June 06, 1892.pdf",LOC Conundrum Tea,,,"June 06, 1892",,"June 08, 1892",,,"Dodge City, Kansas",The Globe-Republican,Menu included.,,,Marsh Building,,6495.0, Newspaper Article,,,Epworth League,Epworth League,,,,"[-100.0170787, 37.7527982]"
942,"internal-pdf://2442186203/The Times Dispatch, January 15, 1905.pdf",LOC Conundrum Tea,,,"January 12, 1905",,15-Jan-05,,,"Richmond, Virginia",The Times Dispatch,,,,,,6668.0, Newspaper Article,,,The Ladies of Cheldea Hill Methodist Mission,The Ladies of Cheldea Hill Methodist Mission,,,,"[-77.43428, 37.5385087]"
943,"internal-pdf://1402586702/The Baltimore County Union, July 27, 1907.pdf",LOC Conundrum Tea,,,"July 27, 1907",,27-Jul-07,,,"Towsontown, Maryland",The Baltimore County Union,,,,"Vacant lot in front of the Lee Building, Towson",,6508.0, Newspaper Article,,,Ladies of Epsom M. P. Church,Ladies of Epsom M. P. Church,,,,"[-76.6015725, 39.3984101]"
944,"internal-pdf://3182432941/The Paducah Evening Sun, May 21, 1909.pdf",LOC Conundrum Tea,,,"May 21, 1909",,21-May-09,,,"Paducah, Kentucky",The Paducah Evening Sun,"Mentioned also May 08, May 15, and May 20",,,"League Parlors, Broadway Methodist church",,6498.0, Newspaper Article,,,Ramsey society,Ramsey society,,,,"[-88.6000478, 37.0833893]"
945,"internal-pdf://2027907663/Catoctin Clarion, March 23, 1916.pdf",LOC Conundrum Tea,,,"March 23, 1916",,30-Mar-16,,,"Mechanicstown, Maryland",Catoctin Clarion,Also mentioned March 30.,,,Lecture room of the church,,6501.0, Newspaper Article,,,Young Women’s Bible Class of St. John’s Lytheran church,Young Women’s Bible Class of St. John’s Lytheran church,,,,"[-77.4117257922435, 39.62388675]"
946,"internal-pdf://2306743112/The Topeka State Journal, May 21, 1906.pdf",LOC Conundrum Tea,,,"May 21, 1906",,,,,"Topeka, Kansas",The Topeka State Journal,,,,,,6497.0, Newspaper Article,,,Presbyterians at Osbourne,Presbyterians at Osbourne,,,,"[-95.677556, 39.049011]"
947,"internal-pdf://1335354334/The Aegis & Intelligencer, May 21, 1897.pdf",LOC Conundrum Tea,,,"May 21, 1897",,"May 28, 1897",,,"Bel Air, Maryland",The Aegis & Intelligencer,Also mentioned on May 28.,,,Lecture Room,,6504.0,,,,The Bel Air Presbyterian Church,The Bel Air Presbyterian Church,,,,"[-76.3490396, 39.5355063]"
948,"internal-pdf://3333574072/The Scranton Tribune, February 21, 1895.pdf",LOC Conundrum Tea,,,"February 21, 1895",,"February 22, 1895",,,"Scranton, Pennsylvania",The Scranton Tribune,,,,Methodist Episcopal Church,,6637.0, Newspaper Article,,,Ladies’ Aid Society,Ladies’ Aid Society,,,,"[-75.6621294, 41.4086874]"
949,"internal-pdf://1144522531/The Scranton Tribune, July 15, 1898.pdf",LOC Conundrum Tea,,,"July 13, 1898",,"July 14, 1898",,,"Scranton, Pennsylvania",The Scranton Tribune,"Also mentioned on July 15, 1898",,,"Miss Hancok’s, 923 Eynon street",,6639.0, Newspaper Article,,,I.W.H. circle of the Hampton Street Methodist Episcopal church,I.W.H. circle of the Hampton Street Methodist Episcopal church,,,,"[-75.6621294, 41.4086874]"
950,"internal-pdf://2474738226/Los Angeles Herald, February 27, 1898.pdf",LOC Conundrum Tea,,,"February 27, 1898",,"February 25, 1898",,,"Los Angeles, California",Los Angeles Herald,,,,1633 Orange street,,6476.0, Newspaper Article,,,Mrs Charles W. Harding,Mrs Charles W. Harding,,,,"[-118.2427666, 34.0536909]"
951,"internal-pdf://1590079437/Fisherman & Farmer, February 12, 1897.pdf",LOC Conundrum Tea,,,"February 12, 1897",,"February 09, 1897",,,"Edenton, North Carolina",Fisherman & Farmer,,,,Bond House on Queen street,,6586.0, Newspaper Article,,,Methodist Ladies,Methodist Ladies,,,,"[-76.6077213, 36.057938]"
952,"internal-pdf://0389040739/The Salt Lake Herald, July 07, 1901.pdf",LOC Conundrum Tea,,,"July 07, 1901",,3-Jul-01,,,"Salt Lake City, Utah",The Salt Lake Herald,,,,,,6645.0, Newspaper Article,,,Mrs. R.H. Officer,Mrs. R.H. Officer,,,,"[-111.8904308, 40.7670126]"
953,"internal-pdf://0076065812/The Ocala Evening Star, February 26, 1914.pdf",LOC Conundrum Tea,,,"February 26, 1914",,26-Feb-14,,,"Ocala, Florida",The Ocala Evening Star,,,,,,6491.0, Newspaper Article,,,Mrs. E. L. Carney,Mrs. E. L. Carney,,,,"[-82.1400923, 29.1871986]"
954,"internal-pdf://3033283277/St. Johnsbury Caledonian, March 31, 1892.pdf",LOC Conundrum Tea,,,"March 31, 1892",,"March 25, 1892",,,"St. Johnsbury, Vermont",St. Johnsbury Caledonian,,,,Congregational vestry,,6656.0, Newspaper Article,,,Young Ladies,Young Ladies,,,,"[-72.0150951, 44.4192249]"
955,"internal-pdf://2855384615/St. Paul Daily Globe, February 23, 1889.pdf",LOC Conundrum Tea,,,"February 23, 1889",,"February 16, 1889",,,"Saint Paul, Minnesota",St. Paul Daily Globe,,,,Home of Mrs. J.D. Spalding,,6512.0, Newspaper Article,,,Mrs. J.D. Spalding,Mrs. J.D. Spalding,,,,"[-93.1015026, 44.9504037]"
