id,title,author,publication,date,location,content
EMQOTA672685739,Our Prize Charade No. 10,,The British Boys' Paper,"June 2, 1888",London England,
NGSNXX878874694,Our Prize Charade No. 6,,The British Boys' Paper,"April 28, 1888",London England,
VMXECT146304235,Our Prize Charade No. 11,,The British Boys' Paper,"June 2, 1888",London England,
VSBETS647571731,Our Prize Charade No. 3,,The British Boys' Paper,"March 31, 1888",London England,
XBIVYW054368441,Our Prize Charade No. 20,,The British Boys' Paper,"August 4, 1888",London England,
VHHVFU305632113,Our Prize Charade,,The British Boys' Paper,"August 11, 1888",London England,
DX1902045378,OUR PRIZE TOURNAMENT,,Father William's Stories,"November 1, 1885",London England,
DX1902046375,OUR PRIZE TOURNAMENT,,Father William's Stories,n.d.,London England,
DX1902047417,OUR PRIZE TOURNAMENT,,Father William's Stories,"November 3, 1883",London England,
DX1902048032,OUR PRIZE TOURNAMENT,,Father William's Stories,"November 1, 1884",London England,
DX1902048389,OUR PRIZE TOURNAMENT,,Father William's Stories,"June 1, 1885",London England,
DX1902049097,OUR PRIZE TOURNAMENT,,Father William's Stories,"November 5, 1881",London England,
MLSITE862620561,Our Puzzle Department,,The Dew Drop,February 1873,,
OSCJBK671401733,Our Puzzle Department,,The Dew Drop,June 1874,,
PDUKYJ275389651,Our Puzzle Department,,The Dew Drop,March 1874,,
XTVRTY189045822,Our Puzzle Department,,The Dew Drop,May 1874,,
DX1901967150,OUR PUZZLES,,Chums: An Illustrated Paper for Boys,"May 4, 1898",London England,
MTKDFU208956571,Our Sphinx,,The Young Englishman's Journal,May 1867,London England,
PQGGOP024779389,Our Sphinx,,The Young Englishman's Journal,June 1867,,
RTLJAI013532430,Our Sphinx,,The Young Englishman's Journal,"August 17, 1867",,
SFMGXM420684879,Our Sphinx,,Sons of Britannia,n.d.,London England,
VLJLPW502082894,Our Sphinx,,Sons of Britannia,n.d.,London England,
VPEEZW986219766,Our Sphinx,J. T. Palmer,Sons of Britannia,"September 15, 1877",London England,
VCMYTK524752354,Our Watch Competition,,The British Boys' Paper,"August 11, 1888",London England,
DX1901999087,PASTIMES,,The Ladies' Treasury: An Illustrated Magazine of Entertaining Literature,"November 1, 1893",London England,
KARNGS723183667,Prize Charade,,The British Boys' Paper,"August 11, 1888",London England,
QTDPEJ322864966,Prize Charade,,The British Boys' Paper,"August 4, 1888",London England,
DX1901725327,PRIZE COMPETITION FOR JUNE,,The Union Jack: Tales for British Boys,"May 27, 1880",London England,
DX1901725338,PRIZE COMPETITIONS,,The Union Jack: Tales for British Boys,"June 3, 1880",London England,
DX1901725549,PRIZE COMPETITIONS FOR THE MONTH OF DECEMBER,,The Union Jack: Tales for British Boys,"November 25, 1880",London England,
DX1901720532,PRIZE ENIGMAS,,Every Boy's Magazine (UKP),"April 1, 1871",London England,
DX1901793603,"PRIZE ENIGMAS, CHARADES, AND PROVERBS",,Kind Words for Boys and Girls,"September 20, 1866",London England,
EQOWFZ232542317,Prize Enigmatical Pastimes,,Sons of Britannia,n.d.,London England,
EVRSTR511349868,Prize Enigmatical Pastimes,,Sons of Britannia,n.d.,London England,
GABKCR393136683,Prize Enigmatical Pastimes,George Thomas,Sons of Britannia,n.d.,London England,
GGMTVL524244609,Prize Enigmatical Pastimes,,Sons of Britannia,n.d.,London England,
ISTZBO110556926,Prize Enigmatical Pastimes,Samuel Foster,Sons of Britannia,n.d.,,
IVYXTX752326172,Prize Enigmatical Pastimes,,Sons of Britannia,n.d.,London England,
JISCDE340453695,Prize Enigmatical Pastimes,,Sons of Britannia,n.d.,London England,
LANZZH919374146,Prize Enigmatical Pastimes,,Sons of Britannia,n.d.,London England,
LJJPXO869462483,Prize Enigmatical Pastimes,,Sons of Britannia,n.d.,,
WHLHQT111585478,Prize Enigmatical Pastimes,,Sons of Britannia,n.d.,London England,
DX1902042525,PRIZE SCRIPTURE QUESTIONS,,Father William's Stories,n.d.,London England,
HAVJZE463359491,Puttledom Competition,,The British Boys' Paper,"January 5, 1889",London England,
YEYBWS275095409,Puzzies Riddles & C,,The Boy's Halfpenny Journal,"August 23, 1879",London England,
IRWFCX681289766,Puzzies Riddles,H. Garland,Boy's Herald,"May 5, 1877",London England,
YYHDED792693267,Puzzies Riddles,,Boy's Herald,"July 14, 1877",London England,
ZEBHEU249371587,Puzzies Riddles,,Boy's Herald,"April 20, 1878",London England,
DX1902043267,PUZZLE COMPETITION*,,Father William's Stories,n.d.,London England,
DX1901881431,PUZZLE COMPETITION,,Father William's Stories,"January 1, 1892",London England,
DX1902042881,PUZZLE COMPETITION,,Father William's Stories,n.d.,London England,
DX1902043022,PUZZLE COMPETITION,,Father William's Stories,n.d.,London England,
DX1902043393,PUZZLE COMPETITION,,Father William's Stories,n.d.,London England,
DX1902043511,PUZZLE COMPETITION,,Father William's Stories,n.d.,London England,
DX1902043636,PUZZLE COMPETITION,,Father William's Stories,n.d.,London England,
DX1902045128,PUZZLE COMPETITION,,Father William's Stories,n.d.,London England,
DX1902049710,PUZZLE COMPETITION,EMILY B. KNOCKER,Father William's Stories,n.d.,London England,
FPWQUM787535212,Puzzle Department,,The Young American,"January 1, 1859",,
OMUGUF837422493,Puzzle Department,,The Young American,"February 12, 1859",,
RJCQCI832221842,Puzzle Department,W. B.,The Young American,"January 29, 1859",,
SBCZIL147723423,Puzzle Department,,The Young American,"February 26, 1859",,
UYKOSK606218271,Puzzle Department,G. H.,The Young American,"January 15, 1859",,
DX1901685437,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901685472,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901685517,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901685561,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901685606,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901685651,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901685692,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901685741,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901685782,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901685814,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901685846,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901685880,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901685917,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901685951,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901685986,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686020,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686052,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686083,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686115,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686148,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686180,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686211,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686239,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686270,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686305,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686343,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686380,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686416,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686441,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686470,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686496,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686528,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686561,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686586,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686615,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686644,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686677,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686755,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901686780,PUZZLE PAGES,,Boy's Own Magazine,"February 1, 1867",London England,
DX1901686806,PUZZLE PAGES,,Boy's Own Magazine,"March 1, 1867",London England,
DX1901686825,PUZZLE PAGES,,Boy's Own Magazine,"April 1, 1867",London England,
DX1901686848,PUZZLE PAGES,,Boy's Own Magazine,"May 1, 1867",London England,
DX1901686878,PUZZLE PAGES,,Boy's Own Magazine,"June 1, 1867",London England,
DX1901686913,PUZZLE PAGES,,Boy's Own Magazine,"July 1, 1867",London England,
DX1901686936,PUZZLE PAGES,,Boy's Own Magazine,"August 1, 1867",London England,
DX1901686957,PUZZLE PAGES,,Boy's Own Magazine,"September 1, 1867",London England,
DX1901686984,PUZZLE PAGES,,Boy's Own Magazine,"October 1, 1867",London England,
DX1901687008,PUZZLE PAGES,,Boy's Own Magazine,"November 1, 1867",London England,
DX1901731307,PUZZLE PAGES,,Boy's Own Magazine,"January 1, 1868",London England,
DX1901731344,PUZZLE PAGES,,Boy's Own Magazine,"February 1, 1868",London England,
DX1901731380,PUZZLE PAGES,,Boy's Own Magazine,"March 1, 1868",London England,
DX1901731414,PUZZLE PAGES,,Boy's Own Magazine,"April 1, 1868",London England,
DX1901731451,PUZZLE PAGES,,Boy's Own Magazine,"May 1, 1868",London England,
DX1901731487,PUZZLE PAGES,,Boy's Own Magazine,"June 1, 1868",London England,
DX1901731517,PUZZLE PAGES,,Boy's Own Magazine,"July 1, 1868",London England,
DX1901731551,PUZZLE PAGES,,Boy's Own Magazine,"August 1, 1868",London England,
DX1901731585,PUZZLE PAGES,,Boy's Own Magazine,"September 1, 1868",London England,
DX1901731624,PUZZLE PAGES,,Boy's Own Magazine,"October 1, 1868",London England,
DX1901731661,PUZZLE PAGES,,Boy's Own Magazine,"November 1, 1868",London England,
DX1901731753,PUZZLE PAGES,,Boy's Own Magazine,"March 1, 1869",London England,
DX1901731786,PUZZLE PAGES,,Boy's Own Magazine,"April 1, 1869",London England,
DX1901731817,PUZZLE PAGES,,Boy's Own Magazine,"May 1, 1869",London England,
DX1901731848,PUZZLE PAGES,,Boy's Own Magazine,"June 1, 1869",London England,
DX1901731871,PUZZLE PAGES,,Boy's Own Magazine,"July 1, 1869",London England,
DX1901731924,PUZZLE PAGES,,Boy's Own Magazine,"September 1, 1869",London England,
DX1901731948,PUZZLE PAGES,,Boy's Own Magazine,"October 1, 1869",London England,
DX1901731976,PUZZLE PAGES,,Boy's Own Magazine,"November 1, 1869",London England,
DX1901732040,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901732094,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901732119,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901732305,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901732333,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901732377,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901732399,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901732436,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901732469,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901732530,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901732551,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901732614,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901732635,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901732662,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901732722,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901732799,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901732814,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901783779,PUZZLE PAGES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901783809,PUZZLE PAGES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901783820,PUZZLE PAGES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901783852,PUZZLE PAGES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901783897,PUZZLE PAGES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901783905,PUZZLE PAGES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901783918,PUZZLE PAGES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901783939,PUZZLE PAGES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901783955,PUZZLE PAGES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901783975,PUZZLE PAGES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901784000,PUZZLE PAGES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901784031,PUZZLE PAGES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901888474,PUZZLE PAGES,,Boy's Own Magazine,"February 1, 1869",London England,
DX1901906656,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901906682,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901906694,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901906697,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901906705,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901906717,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901906740,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901906757,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901906776,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901906783,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901906797,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901906926,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901906937,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901906947,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901906966,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901906980,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901906988,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907001,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907014,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907031,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907048,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907140,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907146,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907190,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907201,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907228,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907249,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907262,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907267,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907274,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907289,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907381,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907392,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907403,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907413,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907428,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907440,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907441,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907445,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907460,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907463,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907469,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907484,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
DX1901907496,PUZZLE PAGES,,Boy's Own Magazine,n.d.,London England,
HYLFOM871897365,Puzzle Tournament,,Young Britannia,"December 12, 1885",London England,
PZFZUW204689392,Puzzle Tournament,,Young Britannia,"December 19, 1885",London England,
VSAQUT226638639,Puzzle Tournament,,Young Britannia,"October 31, 1885",London England,
YKXXLO113084865,Puzzle Tournament,,Young Britannia,"November 14, 1885",,
DX1902048725,PUZZLES*,,Father William's Stories,n.d.,London England,
DX1902049544,PUZZLES*,,Father William's Stories,n.d.,London England,
QLQAEB929284530,Puzzles & Riddles,,Boy's Herald,"September 8, 1877",London England,
UUCXCH056089973,Puzzles & Riddles,,The Boy's Halfpenny Journal,"May 10, 1879",London England,
KDSKSD005174222,Puzzles &c. Riddles,,The Boy's Halfpenny Journal,"August 9, 1879",,
SWNDBX482702613,Puzzles &c. Riddles,,The Boy's Halfpenny Journal,"September 20, 1879",London England,
DX1901719680,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901719693,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901719712,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901719726,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901719741,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901719797,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901719809,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901719909,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901719920,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901719931,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901719963,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901719972,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901719982,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901720048,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901720058,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901720068,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901720088,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901720106,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901720126,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901720138,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901720148,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901720160,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901720173,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901720186,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901720200,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901720212,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901720251,PUZZLES,CHARLES H. ROSS,Every Boy's Magazine (UKP),n.d.,London England,
DX1901720272,PUZZLES,CHARLES H. ROSS,Every Boy's Magazine (UKP),n.d.,London England,
DX1901720284,PUZZLES,CHARLES H. ROSS,Every Boy's Magazine (UKP),n.d.,London England,
DX1901720350,PUZZLES,CHARLES H. ROSS,Every Boy's Magazine (UKP),"December 1, 1870",London England,
DX1901720393,PUZZLES,CHARLES H. ROSS,Every Boy's Magazine (UKP),"January 1, 1871",London England,
DX1901720428,PUZZLES,CHARLES H. ROSS,Every Boy's Magazine (UKP),"February 1, 1871",London England,
DX1901720510,PUZZLES,CHARLES H. ROSS,Every Boy's Magazine (UKP),"April 1, 1871",London England,
DX1901720566,PUZZLES,,Every Boy's Magazine (UKP),"May 1, 1871",London England,
DX1901720598,PUZZLES,CHARLES H. ROSS,Every Boy's Magazine (UKP),"July 1, 1871",London England,
DX1901720666,PUZZLES,,Every Boy's Magazine (UKP),"September 1, 1871",London England,
DX1901728452,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728468,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728484,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728500,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728515,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728532,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728548,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728578,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728596,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728609,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728621,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728636,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728646,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728655,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728687,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728699,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728724,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728733,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728744,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728754,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728766,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728775,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728786,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728796,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728807,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728841,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728862,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728875,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728899,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728907,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728916,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728926,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728936,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901728945,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901730105,PUZZLES,,Every Boy's Magazine (UKP),"September 1, 1866",London England,
DX1901730252,PUZZLES,,Every Boy's Magazine (UKP),"February 1, 1867",London England,
DX1901730282,PUZZLES,,Every Boy's Magazine (UKP),"March 1, 1867",London England,
DX1901730316,PUZZLES,,Every Boy's Magazine (UKP),"April 1, 1867",London England,
DX1901730378,PUZZLES,,Every Boy's Magazine (UKP),"June 1, 1867",London England,
DX1901730931,PUZZLES,CHARLES H. ROSS,Every Boy's Magazine (UKP),"January 1, 1868",London England,
DX1901784075,PUZZLES,CHARLES H. ROSS,Every Boy's Magazine (UKP),"January 1, 1869",London England,
DX1901784239,PUZZLES,CHARLES H. ROSS,Every Boy's Magazine (UKP),"May 1, 1869",London England,
DX1901784487,PUZZLES,CHARLES H. ROSS,Every Boy's Magazine (UKP),"December 1, 1869",London England,
DX1901888167,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901888177,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901888186,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901888198,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901888212,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901888224,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901888380,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1901888413,PUZZLES,,Every Boy's Magazine (UKP),n.d.,London England,
DX1902043757,PUZZLES,,Father William's Stories,n.d.,London England,
JQFSWO671823548,Puzzles,,Boy's Herald,"May 11, 1878",,
MFKELX343764457,Puzzles,,Our Corner,"June 1, 1884",,
ETSLRQ052025562,Puzzles Riddles &c,,Boy's Herald,"March 10, 1877",London England,
GILDEF050933176,Puzzles Riddles &c,,Boy's Herald,"December 22, 1877",London England,
JCQQBC191372518,Puzzles Riddles &c,,Boy's Herald,"March 30, 1878",London England,
JFTWLQ751586483,Puzzles Riddles &c,,Boy's Herald,"May 19, 1877",London England,
JKMEAQ564820717,Puzzles Riddles &c,,Boy's Herald,"January 20, 1877",London England,
KNLTSW321504548,Puzzles Riddles &c,,Boy's Herald,"September 14, 1878",London England,
LZZAOY601792805,Puzzles Riddles &c,,Boy's Herald,"June 9, 1877",London England,
MFSYLX690318743,Puzzles Riddles &c,,Boy's Herald,"April 7, 1877",London England,
NDOSPC609563995,Puzzles Riddles &c,,Boy's Herald,"May 12, 1877",London England,
OTHKNG267621147,Puzzles Riddles &c,,Boy's Herald,"January 5, 1877",London England,
PBZNZN693116344,Puzzles Riddles &c,,Boy's Herald,"May 18, 1878",London England,
PKBJET419756213,Puzzles Riddles &c,,Boy's Herald,"February 24, 1877",London England,
QQGQLE715321955,Puzzles Riddles &c,,Boy's Herald,"March 31, 1877",London England,
TGKRDM196158817,Puzzles Riddles &c,,Boy's Herald,"May 26, 1877",London England,
XPPDGY079328193,Puzzles Riddles &c,,Boy's Herald,"March 23, 1878",London England,
EKTYHH525705103,Puzzles Riddles &c.,,Boy's Herald,"July 13, 1878",London England,
FUBZFV701356653,Puzzles Riddles &c.,,Boy's Herald,"June 16, 1877",London England,
JFXUJL646053535,Puzzles Riddles &c.,,Boy's Herald,"July 7, 1877",London England,
JUYCXF623027781,Puzzles Riddles &c.,W. F Cobham,Boy's Herald,"January 19, 1878",London England,
KKBSZR951578133,Puzzles Riddles &c.,,Boy's Herald,"November 23, 1878",London England,
KWHART762769031,Puzzles Riddles &c.,,Boy's Herald,"March 2, 1878",London England,
LJGDUX652572483,Puzzles Riddles &c.,,Boy's Herald,"January 13, 1877",London England,
MXPNXR820406956,Puzzles Riddles &c.,,Boy's Herald,"January 6, 1877",London England,
NKWSJS538600106,Puzzles Riddles &c.,,Boy's Herald,"May 4, 1878",,
RNAYYJ089043142,Puzzles Riddles &c.,Ernest George Lovell,Boy's Herald,"December 8, 1877",,
WLQJLU178913400,Puzzles Riddles &c.,,Boy's Herald,"April 14, 1877",London England,
XJGDJL863130332,Puzzles Riddles &c.,,Boy's Herald,"June 30, 1877",London England,
DZMYQT090876124,Puzzles Riddles,,The Boy's Halfpenny Journal,"July 19, 1879",London England,
EWPSLL421191766,Puzzles Riddles,,The Boy's Halfpenny Journal,"August 2, 1879",London England,
EYQIZU229929883,Puzzles Riddles,,Boy's Herald,"September 22, 1877",London England,
GAAFPZ064236327,Puzzles Riddles,,The Boy's Halfpenny Journal,"June 14, 1879",London England,
GGOBKR646098633,Puzzles Riddles,Herbert H. Adams,Boy's Herald,"March 3, 1877",London England,
