,Unnamed: 0,Unnamed: 0.1,UN,Riddle,Answer,BOFs containing riddle,Number of times used,Dish,Notes,Hints,BOF_Appearance_Number,Corrosponding eBOF riddle
459,459,459,UR_702,Four Seasons,"Salt, Peppers etc. (Watertown Times December 02, 1891; )","The Madisonian February 22, 1896; Watertown Times December 02, 1891; On the St. Lawrence and Clayton Independent September 20, 1895; The Malone Palladium November 03, 1892; The Elizabethtown Post November 23, 1893;",,,,,6.0,
460,460,460,UR_703,Mineral Cake,Ice Cream? Cake - Ice is sometimes called Mineral,"The Madisonian February 22, 1896;",,,,,2.0,
461,461,461,UR_704,Skeleton Cake,,"The Madisonian February 22, 1896;",,,,,2.0,
462,462,462,UR_705,Winter Cake,,"The Madisonian February 22, 1896;",,,,,2.0,
463,463,463,UR_706,The Army and Navy Forever,,"The Holbrook news August 06, 1920;",,,,,2.0,
464,464,464,UR_707,Dutchie on the Middle Deck,Orange-?,"The Holbrook news August 06, 1920;",,,,,2.0,
465,465,465,UR_708,The Devil in a Tight Place,,"The Holbrook news August 06, 1920;",,,,,2.0,
466,466,466,UR_709,Mongolian in a Bath,,"The Holbrook news August 06, 1920;",,,,,2.0,
467,467,467,UR_710,The Titanic Obstacle,,"The Holbrook news August 06, 1920;",,,,,2.0,
468,468,468,UR_711,Turkey in the Straw,,"The Holbrook news August 06, 1920;",,,,,2.0,
469,469,469,UR_712,Sour and Slivery,,"The Holbrook news August 06, 1920;",,,,,2.0,
470,470,470,UR_713,Tommy on the Half Shell,,"The Holbrook news August 06, 1920;",,,,,2.0,
471,471,471,UR_714,Cook at the North Pole,,"The Holbrook news August 06, 1920;",,,,,2.0,
472,472,472,UR_715,Quarlette of Southern Beauties,,"The Holbrook news August 06, 1920;",,,,,2.0,
473,473,473,UR_716,Reward of Adam's Labor,,"The Holbrook news August 06, 1920;",,,,,2.0,
474,474,474,UR_717,The Miraculous Gift / Gift of the Gods,Bread?,"The Newtown bee August 31, 1894; The Evening Gazette Port Jarvis May 23, 1923;",,,,,3.0,
475,475,475,UR_718,Marine Hash,,"The Newtown bee August 31, 1894; The Daily Leader Gloversville November 17, 1892;",,,,,3.0,
476,476,476,UR_719,American Product / America's Delight,Cake (any kind),"The Newtown bee August 31, 1894; On the St. Lawrence and Clayton Independent September 20, 1895; The Malone Palladium November 03, 1892;",,,,,4.0,
477,477,477,UR_720,The Last Rose of Summer,,"The Newtown bee August 31, 1894; The Daily Leader Gloversville November 17, 1892;",,,,,3.0,
478,478,478,UR_721,(N.Y. and N.E.) Railroad Cake,,"The Newtown bee August 31, 1894; The Daily Leader Gloversville November 17, 1892;",,,,,3.0,
479,479,479,UR_722,Spring Cake,,"The Newtown bee August 31, 1894;",,,,,2.0,
480,480,480,UR_723,I Fly to Thee,Chicken or Turkey,"The Florida agriculturist August 29, 1906;",Answers Provided by CS,,,,2.0,
481,481,481,UR_724,African Beauty,Coffee,"The Florida agriculturist August 29, 1906;",Answers Provided by CS,,,,2.0,
482,482,482,UR_725,The Elixer of Life,Water,"The Florida agriculturist August 29, 1906;",Answers Provided by CS,,,,2.0,
483,483,483,UR_726,Love's Apples,Tomatoes,"The Florida agriculturist August 29, 1906;",Answers Provided by CS,,,,2.0,
484,484,484,UR_727,Combination of the Bitter and Sweet,Salad,"The Florida agriculturist August 29, 1906;",Answers Provided by CS,,,,2.0,
485,485,485,UR_728,Congealed Love Tonic,Ice Cream,"The Florida agriculturist August 29, 1906;",Answers Provided by CS,,,,2.0,
486,486,486,UR_729,How Instinct Varies in the Groveling Swine,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
487,487,487,UR_730,Shrine of the Mighty Can it Be,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
488,488,488,UR_731,That This is all Remains of Thee ,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
489,489,489,UR_732,I'm Not Now that Which I Have Been,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
490,490,490,UR_733,Joys Seasoned High,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
491,491,491,UR_734,I Was Born for Other Things,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
492,492,492,UR_735,They have Been at a Great Feast and Stolen the Scraps,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
493,493,493,UR_736,Shold ?? Aquaintance be Forgot,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
494,494,494,UR_737,Some Smack of Age in You,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
495,495,495,UR_738,Some Relish of the Saltness of Time,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
496,496,496,UR_739,Compounded of Many Simpler as You Like it,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
497,497,497,UR_740,There is No Living with Thee or Without Thee,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
498,498,498,UR_741,Infinite Riches in a Little Room,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
499,499,499,UR_742,Old Friends are Beat,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
500,500,500,UR_743,Joys Too Exquisite to Last,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
501,501,501,UR_744,Sabean Odors from the Spicy Shore of Araby the Blest,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
502,502,502,UR_745,My Cake is Dough,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
503,503,503,UR_746,A Little Nonsense Now and Then is Relished by the Best of Men,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
504,504,504,UR_747,Trifles Light as Air,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
505,505,505,UR_748,Odours Crushed are Sweet Still,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
506,506,506,UR_749,The New is Older than the Old,,"The daily morning journal and courier February 21, 1898;",All Quotes from Works of Literature,,,,2.0,
507,507,507,UR_750,The Poor Man's Staff,,"St. Johnsbury Caledonian February 21, 1896; Willmar tribune April 20, 1897;",,,,,3.0,
508,508,508,UR_751,I'm Sour but You'll Like Me,,"St. Johnsbury Caledonian February 21, 1896; Willmar tribune April 20, 1897;",,,,,3.0,
509,509,509,UR_752,What the Street Cars fo on a Switch,,"St. Johnsbury Caledonian February 21, 1896;",,,,,2.0,
510,510,510,UR_753,Great American Desert,,"St. Johnsbury Caledonian February 21, 1896; The herald February 17, 1893; The Northern Advance April 7, 1898; ",,,,,3.0,
511,511,511,UR_754,I Feel it From my Heart,,"St. Johnsbury Caledonian February 21, 1896;",,,,,2.0,
512,512,512,UR_755,Out of Order,,"St. Johnsbury Caledonian February 21, 1896;",,,,,2.0,
513,513,513,UR_756,Half Peas,,"St. Johnsbury Caledonian February 21, 1896;",,,,,2.0,
514,514,514,UR_757,My Mother Makes Me Sharp,,"St. Johnsbury Caledonian February 21, 1896;",,,,,2.0,
515,515,515,UR_758,A St. Johnsbury Editor,,"St. Johnsbury Caledonian February 21, 1896;",,,,,2.0,
516,516,516,UR_759,Pearls of the Sea,,"The aegis & intelligencer December 16, 1892;",,,,,2.0,
517,517,517,UR_760,From the Briny Deep,,"The aegis & intelligencer December 16, 1892;",,,,,2.0,
518,518,518,UR_761,An Oriental Country,Turkey?,"The aegis & intelligencer December 16, 1892;",,,,,2.0,
519,519,519,UR_762,Eliptical Cake,,"The Corvallis Gazette February 03, 1893;",,,,,2.0,
520,520,520,UR_763,Intoxicated Bovine,Corned Beef,"Fort Worth Gazette February 05, 1892; Burlington Weekly Free Press January 26, 1893; The Bemidji pioneer April 16, 1903; The Press October 29, 1891;",,,,,5.0,
521,521,521,UR_764,What No Meal is Complete Without,,"The Dickinson press February 13, 1892;",,,,,2.0,
522,522,522,UR_765,Amaze Cake,,"The Dickinson press February 13, 1892;",,,,,2.0,
523,523,523,UR_766,An Ancient Fluid,,"The Dickinson press February 13, 1892;",,,,,2.0,
524,524,524,UR_767,Something Prevalent in Africa,,"The Dickinson press February 13, 1892;",,,,,2.0,
525,525,525,UR_768,Crystalized Corn Juice,,"The Dickinson press February 13, 1892;",,,,,2.0,
526,526,526,UR_769,Elevating Food,,"The Dickinson press February 13, 1892; The Herald-Advance May 06, 1892;",,,,,3.0,
527,527,527,UR_770,Widow's Tears and Old Maid Smiles,,"The Paducah daily sun February 12, 1898;",,,,,2.0,
528,528,528,UR_771,Adam's First Sacrifice,Spare-Rib?,"The Paducah daily sun February 12, 1898;",,,,,2.0,
529,529,529,UR_772,Love's Young Dream,Pears / Cream Cake,"The Paducah daily sun February 12, 1898; The Medina Tribune November 08, 1894; The Daily News Batavia November 11, 1892; Facts and Fallacies March 23, 1916;",,,,,5.0,
530,530,530,UR_773,Chicago Chestnuts,,"The Paducah daily sun February 12, 1898;",,,,,2.0,
531,531,531,UR_774,An Animal's Taste,,"The Paducah daily sun February 12, 1898;",,,,,2.0,
532,532,532,UR_775,Country Fuel,,"The Paducah daily sun February 12, 1898;",,,,,2.0,
533,533,533,UR_776,Going to be Licked,,"The Paducah daily sun February 12, 1898;",,,,,2.0,
534,534,534,UR_777,Study of a Head,Hare?,"The Paducah daily sun February 12, 1898;",,,,,2.0,
535,535,535,UR_778,Over Fed Embryonic Chicken,,"Mrs. Grundy February 12, 1914;",,,,,2.0,
536,536,536,UR_779,"Better in You, Than You in It",,"Mrs. Grundy February 12, 1914;",,,,,2.0,
537,537,537,UR_780,Taken by Our Best Girl,,"Mrs. Grundy February 12, 1914;",,,,,2.0,
538,538,538,UR_781,Common Color in Dixie,,"Mrs. Grundy February 12, 1914;",,,,,2.0,
539,539,539,UR_782,The Cup that Cheers,,"Arizona weekly journal-miner February 17, 1892;",,,,,2.0,
540,540,540,UR_783,Old Humpty Dumpty,,"Arizona weekly journal-miner February 17, 1892;",,,,,2.0,
541,541,541,UR_784,A Palatable Mixture,,"Arizona weekly journal-miner February 17, 1892;",,,,,2.0,
542,542,542,UR_785,Gems of the Emerald Isle,,"The herald February 17, 1893;",,,,,2.0,
543,543,543,UR_786,Acidulous Bovine or Porcine??,,"The herald February 17, 1893;",,,,,2.0,
544,544,544,UR_787,Pride of the Oven Doubled,,"The herald February 17, 1893;",,,,,2.0,
545,545,545,UR_788,King of the State,,"The herald February 17, 1893;",,,,,2.0,
546,546,546,UR_789,"In Every Land of Cross are Crescents, a General Favorite is this Essence",Coca,"Deming graphic February 18, 1910;",,,,,2.0,
547,547,547,UR_790,In Many Places may be seen the Very Handy Go Between,Sandwich,"Deming graphic February 18, 1910;",,,,,2.0,
548,548,548,UR_791,"Most Delicious is this Combination, Assured it is Without Adulteration",Salad,"Deming graphic February 18, 1910;",,,,,2.0,
549,549,549,UR_792,Afterwards,,"The Harlowton news August 05, 1910;",,,,,2.0,
550,550,550,UR_793,Bathing Appliance Batter,,"The Harlowton news August 05, 1910;",,,,,2.0,
551,551,551,UR_794,??,,"The Harlowton news August 05, 1910;",,,,,2.0,
552,552,552,UR_795,??,number 13,"Burlington Weekly Free Press January 26, 1893;",,,,,2.0,
553,553,553,UR_796,Nerve Food,Celery,"Burlington Weekly Free Press January 26, 1893;",,,,,2.0,
554,554,554,UR_797,Something Nice,Cake,"Burlington Weekly Free Press January 26, 1893;",,,,,2.0,
555,555,555,UR_798,Plucka Flower,Picalilli,"Las Vegas free press April 09, 1892;",,,,,2.0,
556,556,556,UR_799,A Curse and Woman's Name,Bananas??,"Las Vegas free press April 09, 1892;",,,,,2.0,
557,557,557,UR_800,Chopped California Product,,"Hot Springs Weekly Star January 23, 1903;",,,,,2.0,
558,558,558,UR_801,The Darkies' Favorite Walk TK,,"Hot Springs Weekly Star January 23, 1903;",,,,,2.0,
559,559,559,UR_802,Fried Holes,,"Hot Springs Weekly Star January 23, 1903;",,,,,2.0,
560,560,560,UR_803,Adam's Stumbling Block,,"Hot Springs Weekly Star January 23, 1903;",,,,,2.0,
561,561,561,UR_804,Concentrated Dampness,,"Hot Springs Weekly Star January 23, 1903;",,,,,2.0,
562,562,562,UR_805,Three B's (or more) (B. B. B.),Boston Bakes Beans etc.,"The Bemidji pioneer April 16, 1903; The Daily Sentinel April 14, 1900; The Medina Tribune November 08, 1894;",,,,,4.0,
563,563,563,UR_806,With Age comes Strength,,"The Bemidji pioneer April 16, 1903;",,,,,2.0,
564,564,564,UR_807,A Hand Mixture,,"The Bemidji pioneer April 16, 1903;",,,,,2.0,
565,565,565,UR_808,See See,,"The Bemidji pioneer April 16, 1903;",,,,,2.0,
566,566,566,UR_809,"Take Me, or You Will Regret it",,"The Bemidji pioneer April 16, 1903;",,,,,2.0,
567,567,567,UR_810,My Heart was a Stone E'er I came to this Cell,,"The Bemidji pioneer April 16, 1903;",,,,,2.0,
568,568,568,UR_811,Antediluvian Ancestor,,"The Bemidji pioneer April 16, 1903;",,,,,2.0,
569,569,569,UR_812,E Pluribus Unum,,"The Bemidji pioneer April 16, 1903; The Press October 29, 1891;",,,,,3.0,
570,570,570,UR_813,Middle of Asiatic River,,"The Bemidji pioneer April 16, 1903;",,,,,2.0,
571,571,571,UR_814,A Bored Subject,,"The Bemidji pioneer April 16, 1903;",,,,,2.0,
572,572,572,UR_815,Baked Eye Windows,,"The Bemidji pioneer April 16, 1903;",,,,,2.0,
573,573,573,UR_816,Ancient Mariner,Ham,"The Jersey City news January 20, 1894;",,,,,2.0,
574,574,574,UR_817,What Papa Won't Buy Me,Sausage,"The Jersey City news January 20, 1894;",Answers Provided by CS,,,,2.0,
575,575,575,UR_818,Unpopular Persons,Beats,"The Jersey City news January 20, 1894;",,,,,2.0,
576,576,576,UR_819,The Unknown Quantity,Coffee,"The Jersey City news January 20, 1894;",,,,,2.0,
577,577,577,UR_820,Jack Horner's Lunch,,"Connecticut western news April 01, 1909;",,,,,2.0,
578,578,578,UR_821,Temptation of Old,,"Connecticut western news April 01, 1909;",,,,,2.0,
579,579,579,UR_822,Syrup Preserved,,"The State Rights Democrat April 03, 1891;",,,,,2.0,
580,580,580,UR_823,Original Package,,"The State Rights Democrat April 03, 1891;",,,,,2.0,
581,581,581,UR_824,Coal Cup,,"The State Rights Democrat April 03, 1891;",,,,,2.0,
582,582,582,UR_825,Dentistics,Toothpicks?,"The State Rights Democrat April 03, 1891;",,,,,2.0,
583,583,583,UR_826,Yankee Conglomeration,Pork and Beans,"The Jersey City news April 05, 1893;",,,,,2.0,
584,584,584,UR_827,Nature's Food,Water?,"The Daily Journal April 23, 1903; Oxford Democrat January 05, 1909;",,,,,3.0,
585,585,585,UR_828,Scene in Bermuda,,"The Daily Journal April 23, 1903;",,,,,2.0,
586,586,586,UR_829,Aristocratic Kindling,,"The Daily Journal April 23, 1903;",,,,,2.0,
587,587,587,UR_830,Deer in Winter,,"The Daily Journal April 23, 1903;",,,,,2.0,
588,588,588,UR_831,Sweet Morsel,,"The Daily Journal April 23, 1903;",,,,,2.0,
589,589,589,UR_832,Bivalves Neatled??,,"Oxford Democrat January 05, 1909;",,,,,2.0,
590,590,590,UR_833,Dough Baked,,"Oxford Democrat January 05, 1909;",,,,,2.0,
591,591,591,UR_834,Seneca Special,,"Oxford Democrat January 05, 1909;",,,,,2.0,
592,592,592,UR_835,Excelsior with Jacket,,"Oxford Democrat January 05, 1909;",,,,,2.0,
593,593,593,UR_836,Stalks of Kalamazoo,,"Oxford Democrat January 05, 1909;",,,,,2.0,
594,594,594,UR_837,Lover's Test,,"Oxford Democrat January 05, 1909;",,,,,2.0,
595,595,595,UR_838,Squirrel's Dependence,,"Oxford Democrat January 05, 1909;",,,,,2.0,
596,596,596,UR_839,A Cold Shave,,"The Bellefontaine Republican January 07, 1902;",,,,,2.0,
597,597,597,UR_840,Silenced but not Conquered,,"The Bellefontaine Republican January 07, 1902;",,,,,2.0,
598,598,598,UR_841,An Arid Plain,Dessert?,"The Bellefontaine Republican January 07, 1902;",,,,,2.0,
599,599,599,UR_842,A Dreaded Sheep,,"The Bellefontaine Republican January 07, 1902;",,,,,2.0,
600,600,600,UR_843,Celebrated Felines,Tomato Catsup,"The Bellefontaine Republican January 07, 1902; Chatham Courier February 26, 1913;",,,,,3.0,
601,601,601,UR_844,Mischief Maker,Medlars Fruit?,"The Columbian April 26, 1892;",,,,,2.0,UR_196
602,602,602,UR_845,McGinty's Favorite,,"The Columbian April 26, 1892;",,,,,2.0,
603,603,603,UR_846,Equine Vegetables,,"The Columbian April 26, 1892;",,,,,2.0,
604,604,604,UR_847,Two for a Cent,---Still not sure that this is a riddle and not just price ??,"The Columbian April 26, 1892; St. Paul daily globe January 04, 1892; The Dickinson press February 13, 1892; The Saint Paul globe October 09, 1896; Wyoming County Times Warsaw March 17, 1892;",,,,,6.0,
605,605,605,UR_848,Endless Sweets / Things without end,Doughnuts,"The Columbian April 26, 1892; The morning call January 16, 1893; Wyoming County Times Warsaw March 17, 1892;",,,,,4.0,
606,606,606,UR_849,Crayon Belated,,"The Columbian April 26, 1892;",,,,,2.0,
607,607,607,UR_850,?? Beverage,,"The Columbian April 26, 1892;",,,,,2.0,
608,608,608,UR_851,Times Specified,,"The Columbian April 26, 1892;",,,,,2.0,
609,609,609,UR_852,Sell and Add,,"Fort Pierce news April 22, 1910;",,,,,2.0,
610,610,610,UR_853,Girls' Names,,"Fort Pierce news April 22, 1910;",,,,,2.0,
611,611,611,UR_854,Crinkled Fruit of the Sea,,"Willmar tribune April 20, 1897;",,,,,2.0,
612,612,612,UR_855,Old Maid's Letters,,"Willmar tribune April 20, 1897;",,,,,2.0,
613,613,613,UR_856,Beginning of Toll and End of Rest,Toast?,"The Press October 29, 1891;",,,,,2.0,
614,614,614,UR_857,Stafford is Famed For it,,"The Press October 29, 1891;",,,,,2.0,
615,615,615,UR_858,A Mighty Fortress,,"The Press October 29, 1891;",,,,,2.0,
616,616,616,UR_859,Anti-Fat Food,,"The Press October 29, 1891;",,,,,2.0,
617,617,617,UR_860,That Which no Man can Tame,,"The Press October 29, 1891;",,,,,2.0,
618,618,618,UR_861,Youn 'Can't Eat is and Have it Too',Cake,"The Press October 29, 1891;",,,,,2.0,
619,619,619,UR_862,Old Jokes,Larks?,"The Press October 29, 1891;",,,,,2.0,
620,620,620,UR_863,Drunkard Horror,Water,"The Daily Sentinel April 14, 1900;",,,,,2.0,
621,621,621,UR_864,Curtain Lecture,Coco-Cake,"The Daily Sentinel April 14, 1900;",,,,,2.0,
622,622,622,UR_865,Sweet Sixteen,19 Pieces of Candy,"The Daily Sentinel April 14, 1900;",,,,,2.0,
623,623,623,UR_866,Pearl Gatherers,Oysters on Ice,"Ithaca Daily Journal September 28, 1898; The East Hampton Star November 18, 1898;",,,,,3.0,
624,624,624,UR_867,Confused and Mixed,Mixed Pickles,"Ithaca Daily Journal September 28, 1898; The East Hampton Star November 18, 1898;",,,,,3.0,
625,625,625,UR_868,Herald of the Dawn,Larks? (Some sort of bird),"Ithaca Daily Journal September 28, 1898; The East Hampton Star November 18, 1898;",,,,,3.0,
626,626,626,UR_869,Earth Apple Salad,Potato Salad?,"Ithaca Daily Journal September 28, 1898;",,,,,2.0,
627,627,627,UR_870,The Pride of Jamesport,,"The County Review Riverhead March 22, 1912;",,,,,2.0,
628,628,628,UR_871,Rolling Stones,,"The County Review Riverhead March 22, 1912;",,,,,2.0,
629,629,629,UR_872,Adam and Eve on a Raft,Ribs on grill?,"The County Review Riverhead March 22, 1912;",,,,,2.0,
630,630,630,UR_873,Mystery,,"The County Review Riverhead March 22, 1912;",,,,,2.0,
631,631,631,UR_874,L. I. Support,,"The County Review Riverhead March 22, 1912;",,,,,2.0,
632,632,632,UR_875,Last of All,,"The County Review Riverhead March 22, 1912;",,,,,2.0,
633,633,633,UR_876,Eye Opener,,"The County Review Riverhead March 22, 1912;",,,,,2.0,
634,634,634,UR_877,Imprisoned Tramps TK,Beets,"The Medina Tribune November 08, 1894;",Answers Provided by CS,,,,2.0,
635,635,635,UR_878,Fruit of Green Island,"Cucumber / Potatoes (The Medina Tribune NY November 15, 1894.pdf)","The Medina Tribune November 08, 1894;",Answers Provided by CS,,,,2.0,
636,636,636,UR_879,Stratified Sweetness,Layer Cake,"The Medina Tribune November 08, 1894; The Newmarket Era November 5, 1906; ",Answers Provided by CS,,,,2.0,
637,637,637,UR_880,After Dinner Luxury,Toothpicks,"The Medina Tribune November 08, 1894;",Answers Provided by CS,,,,2.0,
638,638,638,UR_881,Ireland's Cry,Potatoes,"Watertown Times December 02, 1891;",Answers Provided by CS,,,,2.0,
639,639,639,UR_882,A Fragment of the Forest,Toothpicks,"Watertown Times December 02, 1891; Norwood News January 27, 1903; On the St. Lawrence and Clayton Independent September 20, 1895;",answers Provided by CS,,,,4.0,
640,640,640,UR_883,Hatched Eggs and Wages ??,Chicken Salad,"Watertown Times December 02, 1891;",answers Provided by CS,,,,2.0,
641,641,641,UR_884,Strength of Han ?? ,Bread and Butter,"Watertown Times December 02, 1891;",answers Provided by CS,,,,2.0,
642,642,642,UR_885,Cause of Much Trouble,Tongue,"Watertown Times December 02, 1891;",answers Provided by CS,,,,2.0,
643,643,643,UR_886,Son of an Old Voyager,Ham,"Watertown Times December 02, 1891; The Malone Palladium November 03, 1892;",answers Provided by CS,,,,3.0,
644,644,644,UR_887,Hawaiian Zephyrs,Sandwiches,"Watertown Times December 02, 1891;",,,,,2.0,
645,645,645,UR_888,Chinamen's Delight / China's Cordon / Chinese Extraction / Chinese Cordial,Tea,"Watertown Times December 02, 1891; Sag-Harbor Express March 04, 1909; Cortland Standard February 19, 1901; The County Review Riverhead May 18, 1923; The Gilboa Monitor October 07, 1897;",,,,,6.0,
646,646,646,UR_889,South American Expert / Product,Chocolate,"Watertown Times December 02, 1891; The Daily Leader Gloversville November 17, 1892;",,,,,3.0,
647,647,647,UR_890,Amenos ?? Delight,"Cake, Any Kind","Watertown Times December 02, 1891;",,,,,2.0,
648,648,648,UR_891,"H2O, 100 Degrees Centrigrade, with Alpho-Amida-acetic acid",Soup,"St. Lawrence Republican and Ogdensburgh Weekly Journal December 20, 1911; The Ogdensburg Advance and St. Lawrence Weekly Democrat December 21, 1911;",,,,,3.0,
649,649,649,UR_892,Proteins,Oysters,"St. Lawrence Republican and Ogdensburgh Weekly Journal December 20, 1911; The Ogdensburg Advance and St. Lawrence Weekly Democrat December 21, 1911;",,,,,3.0,
650,650,650,UR_893,Carbohydrates,Bread,"St. Lawrence Republican and Ogdensburgh Weekly Journal December 20, 1911; The Ogdensburg Advance and St. Lawrence Weekly Democrat December 21, 1911;",,,,,3.0,
651,651,651,UR_894,Maltic and Citric Acid,Fruits,"St. Lawrence Republican and Ogdensburgh Weekly Journal December 20, 1911; The Ogdensburg Advance and St. Lawrence Weekly Democrat December 21, 1911;",,,,,3.0,
652,652,652,UR_895,H2O Lacteal Facts 0 Degree Centrigrade,Ice Cream,"St. Lawrence Republican and Ogdensburgh Weekly Journal December 20, 1911; The Ogdensburg Advance and St. Lawrence Weekly Democrat December 21, 1911;",,,,,3.0,
653,653,653,UR_896,Alkaloids,Coffee,"St. Lawrence Republican and Ogdensburgh Weekly Journal December 20, 1911; The Ogdensburg Advance and St. Lawrence Weekly Democrat December 21, 1911;",,,,,3.0,
654,654,654,UR_897,That May be Seen Through,,"Sherbrooke Daily Record February 04, 1911;",,,,,2.0,
655,655,655,UR_898,A Popular Roll,,"Sherbrooke Daily Record February 04, 1911;",,,,,2.0,
656,656,656,UR_899,Seashore and Superstition,,"Sherbrooke Daily Record February 04, 1911;",,,,,2.0,
657,657,657,UR_900,"An Industrious Insect, a Bright Color, an Animal with a Hasty Temper",,"Sherbrooke Daily Record February 04, 1911;",,,,,2.0,
658,658,658,UR_901,A Housewife's Job and the Monkey's Delight (TK),,"Sherbrooke Daily Record February 04, 1911;",,,,,2.0,
659,659,659,UR_902,Our Forefather's Staff,,"Sherbrooke Daily Record February 04, 1911; Facts and Fallacies March 23, 1916;",,,,,3.0,
660,660,660,UR_903,Quaffs,,"Sherbrooke Daily Record February 04, 1911;",,,,,2.0,
661,661,661,UR_904,I Come Before You,Tea,"Sherbrooke Daily Record February 04, 1911;",,,,,2.0,
662,662,662,UR_905,H2O (regular),Water,"Sherbrooke Daily Record February 04, 1911;",,,,,2.0,
663,663,663,UR_906,I've Been through the Mill,,"Sherbrooke Daily Record February 04, 1911;",,,,,2.0,
664,664,664,UR_907,Marble Slab,,"The Daily Telegram, Nanaimo December 12, 1893; The Amherstburg Echo March 2, 1894; ",,,,,2.0,
665,665,665,UR_908,Sailor's Delight - Three Decker,,"The Daily Telegram, Nanaimo December 12, 1893;",,,,,2.0,
666,666,666,UR_909,Tanner's Fad,,"The Daily Telegram, Nanaimo December 12, 1893;",,,,,2.0,
667,667,667,UR_910,Irish Beauties,,"The Phoenix Pioneer March 07, 1903;",,,,,2.0,
668,668,668,UR_911,A Little of this is Plenty,,"The Phoenix Pioneer March 07, 1903; The Amherstburg Echo March 2, 1894; ",,,,,2.0,
669,669,669,UR_912,Something to Adore,,"The Phoenix Pioneer March 07, 1903;",,,,,2.0,
670,670,670,UR_913,Something to Ring,,"The Phoenix Pioneer March 07, 1903; The Northern Advance April 7, 1898; ",,,,,2.0,
671,671,671,UR_914,Tender Keys / Days of Spring,,"The Phoenix Pioneer March 07, 1903; The Northern Advance April 7, 1898; ",,,,,2.0,
672,672,672,UR_915,White Man's Strength,,"The Phoenix Pioneer March 07, 1903;",,,,,2.0,
673,673,673,UR_916,Cold Cut Talker,Tongue,"The Prince Rupert Optimist June 07, 1910; The Plattsburgh Sentinel April 15, 1910;",,,,,3.0,
674,674,674,UR_917,Sorceresses / Witch of the Desert,Sandwiches,"The Prince Rupert Optimist June 07, 1910; The Plattsburgh Sentinel April 15, 1910; Bassano News June 24, 1910; The Kingsville Reporter January 8, 1931; ",,,,,4.0,
675,675,675,UR_918,Golden Nuggets in White Jewel Cases,"Eggs, any style","The Prince Rupert Optimist June 07, 1910; The Plattsburgh Sentinel April 15, 1910;",,,,,3.0,
676,676,676,UR_919,Taken in Winter and a Letter,Coffee,"The Prince Rupert Optimist June 07, 1910; The Plattsburgh Sentinel April 15, 1910;",,,,,3.0,
677,677,677,UR_920,A Mischievous Young Goat,Butter,"The Prince Rupert Optimist June 07, 1910; The Plattsburgh Sentinel April 15, 1910;",,,,,3.0,
678,678,678,UR_921,"Uncomfortable Predicaments, Jumbled / Situation",Pickles,"The Prince Rupert Optimist June 07, 1910; The Plattsburgh Sentinel April 15, 1910; The Northern Advance April 7, 1898; The Kingsville Reporter January 8, 1931; ",,,,,4.0,
679,679,679,UR_922,Nuts that Never Grew,Doughnuts,"The Prince Rupert Optimist June 07, 1910; The Plattsburgh Sentinel April 15, 1910; The Kingsville Reporter January 8, 1931; ",,,,,3.0,
680,680,680,UR_923,Scandal,,"Bradford Daily Telegraph September 26, 1903;",,,,,2.0,
681,681,681,UR_924,Invigorator,,"Bradford Daily Telegraph September 26, 1903;",,,,,2.0,
682,682,682,UR_925,Spangled Net,,"Bradford Daily Telegraph September 26, 1903;",,,,,2.0,
683,683,683,UR_926,Roast Pigaroni,,"Bradford Daily Telegraph September 26, 1903;",,,,,2.0,
684,684,684,UR_927,Life Buoy,,"Bradford Daily Telegraph September 26, 1903;",,,,,2.0,
685,685,685,UR_928,Feathers,,"Bradford Daily Telegraph September 26, 1903;",,,,,2.0,
686,686,686,UR_929,Organettes,,"Bradford Daily Telegraph September 26, 1903;",,,,,2.0,
