,Unnamed: 0,Archive,Attendance,Contains_BOF,Newspaper Issue Date,Event_Date,Event_Location,Location,Newspaper,Notes,Organization_Hosting,Persons,Price_Event,Revenue,Unique_Reference_Number,MENU,Coordinates,Unnamed: 0.1,Date2,Library,Citation,File_Name
1299,1302.0,Enigmatic Bill of Fare,,y,"January 01, 1853","January 1, 1853",England,"Ipswich, Suffolk, England",Ipswitch Journal,,,,,,,"73. An unruly member.74. The ornamental part of the head. 75. Married couples. 76. To fret and Eve's teflptation. 72. Unreal agSony. 78.The qoldier's habitatiop., 79. The sailor's joy","[1.1526345, 52.0579495]",16.0,1853,British Library,"""LEAVES FROM MY SCRAP BOOK."" Ipswich Journal, 1 Jan. 1853. British Library Newspapers, https://link.galegroup.com/apps/doc/BA3200055553/DSLAB?u=crepuq_mcgill&sid=DSLAB&xid=b0e33c64","Ipswitch Journal January 01, 1853"
1300,1303.0,Enigmatic Bill of Fare,,y,"November 01, 1869","November 1, 1869",England,"London, England",The Gentleman's Journal,,,,,,,"IV Ð AN ENIGMATICAL DINNER.
First Course: (1) A horse's toilet; (2) What furnishes the best conversation; (3) A stupid man's cry for mercy; (4) A lean wife, and the ruin of man for sauce; (5) A street in Camden Town boiled, and something immaterial fried; (6) A pattern husband roast ; (7) Woman's glory soup, removed for (8) Short Sarah and her young brother; (9) Some young females; (10) Dialogue between the kettle and the cat ; (11) A tailor's weapon ; (12) Crooked Sally in a pet ; (13) Winter's sport and a weapon of war, removed for a dish which reÂ¬ minds a Cockney of a carriage rut. Second Course: (15) Attendants on royalty; (16) Practical jokes and cries; (17) Something superior to commendation; (18) Something hardly worth a thought; (19) An old-fashioned dandy; (20) Physic snappish; (21) Our ally stuffed and roasted. Dessert : (22) A mineral, and the best part of a jest ; (23) Nothing like them ; (24) Dutch princes ; (25) What an informer does to his friends; (26) Mischief-makers ; (27) Tens of thousands. Wines: (28) The Capital of Tuscany; (29) Counterfeit agony; (30) Dwelling of a recluse; (31) Soldier's habitation; (32) The attack of a town; (33) A high hill; (34) Station for ships; (35) A French dukedom; (36) Watery field; (37) A season of wildness.","[-0.1276474, 51.5073219]",17.0,1869,British Library,"""VI.â€”An Enigmatical Dinner."" The Gentleman's Journal, vol. I, no. 3, 1869, p. 21+. Nineteenth Century Collections Online, https://link.galegroup.com/apps/doc/HJVZYZ447202786/DSLAB?u=crepuq_mcgill&sid=DSLAB&xid=10b3696f","The Gentleman's Journal November 01, 1869"
1301,1304.0,Enigmatic Bill of Fare,,y,"January 01, 1854",1854,America,"Philadelphia, Pennsylvania","Puzzledom: An Original Collection of Charades, Conundrums, Puzzles, and Games",,,"Davis, Porter & Co",,,,"The Intellectual Feast.
FIRST COURSE.
The Divine part of man?
Sauce of little creatures?
Imitation soup?
A lean wife?
Sauce of a manÕs ruin?

SECOND COURSE.
The Grand SeigniorÕs dominions?
Sauce of the staff of life
A young simpleton?
Sauce of soft grease?
The most becoming head-dress?

DESSERT.
Food for the gods, with an outside skin?
An interesting game, and food for squirrels?
To grieve, and the origin of fried?
A material part of a house, and what grows in the hedges?

WINES AND SPIRITS.
A high hill?
A cell?
The produce of an useful animal, and an amusing periodical?
A long tree?

Left:
A foreign country?
An unruly member?
A well-powdered head?

Roots of Israel?
A thing of no consequence?
Stewed upstarts?

The first ruin of man?
A sincere Dutch Prince?
A stalk of wheat, with the autumnal beauty of the woods?
A Province in France?
A sailorÕs welcome prospect?
The capital of a foreign country?

Right:
A Portuguese Island?
A soldiers habitation?
Counterfeit agony?

A stop in music, and wild birdÕs delight?
A foolish bird, with what grows in the hedges?

A sign of the zodiac?
Some blasts of air?
Some sweet warblers?

Useful birds?
A female employment, and a constant follower of man?","[-75.1635262, 39.9527237]",18.0,1854,"Baldwin Library of Historical Children's Literature, George A. Smathers Libraries, University of Florida","Davis, Porter & Co. Puzzledom: An Original Collection of Charades, Conundrums, Puzzles, and Games. Davis, Porter & Co., 1866. Nineteenth Century Collections Online, https://link.galegroup.com/apps/doc/CEMMIP364981254/DSLAB?u=crepuq_mcgill&sid=DSLAB&xid=9a2b2bc7","Puzzledom: An Original Collection of Charades, Conundrums, Puzzles, and Games January 01, 1854"
1302,1305.0,Enigmatic Bill of Fare,,y,"August 31, 1891","August 31, 1891",America,"Milwaukee, Wisconsin",Milwaukee Daily Sentinel,,,,,,,"It is a long time yet until Thanksgiving season, but here is a Thanksgiving bill-of-fare upon which those with an inclination for solving puzzles can exercise their ingenuity. It is called an enigmatical bill-of fare and was conceived down East somewhere and sent to friends of the originators in this city. By substituting each article of food for its equivalent in the enigma a royal dinner can be made out. The bill- of-fare is as follows: 
SOUPS. 
Capital of Portugal. Imitation reptile
FISH. 
Sombre music. 
The largest part of Sambo's feet. 
What the ram said to Harry. 
An express label
GAME. 
A Universal crown. A tailor's tool. To shrink from danger. 
Portion of a mountain range. 
Little darlings. 
ROAST MEATS. 
A genial English author.
Adam's wife in her virgin state. 
The country of the crescent. 
BOILED MEATS. 
One of Noah's sons. Woman's best weapon.
VEGETABLES. 
Two kinds of toes not found on man or beast. 
What successful candidates do this fall. 
To steal mildly. Complete upsets. 
RELISIIES. 
Pertaining to regions underground. 
Elevated felines. Comical performances.
Ludicrous situations. 
PUDDINGS. 
Exactly perpendicular. The mantle of winter.
What we would say to importunate agents. 
What we do not like to say to our creditors. 
PIES. 
To walk in an affected manner. 
Closely related to the rural reservoir.
FRUITS. 
The historian's delight. 
Water in motion. 
Small shot (plural). 
Happy lovers. 
WINES AND LIQUORS. 
The traveler's heven. A conch of death.
The lover's address to his sweetheart.
The BritonÕs address to his queen.
Pretended agony.","[-87.922497, 43.0349931]",19.0,1891,Wisconsin Historical Society,"""Stories of the Street."" Milwaukee Daily Sentinel, 31 Aug. 1891, p. 7. Nineteenth Century U.S. Newspapers, https://link.galegroup.com/apps/doc/GT3003085809/DSLAB?u=crepuq_mcgill&sid=DSLAB&xid=ff4d4124","Milwaukee Daily Sentinel August 31, 1891"
1303,1306.0,Enigmatic Bill of Fare,,y,"January 12, 1831","January 12, 1831",England,"Exter, England",Trewman's Exeter Flying Post.,,,,,,,"An Intellectual Feast Ð A Riddle
(From the LadiesÕ Pocket Magazine.)
FIRST COURSE.
The divine part of man.
Sauce of little creatures.
Imitation soup.
A lean wife.

SECOND COURSE.
The Grand SeigniorÕs dominions.
Sauce of the staff of life.
A young simpleton.
Sauce of soft grease.
The ornamental part of a head.

The Desert is in our next..

Left:
A foreign country.
An unruly member.
A well-powdered head.
A root of Israel.
A thing of no consequence.
Stewed upstarts.

Right:
A sign of the zodiac.
Some small blasts of air.
Some sweet warblers.
A TailorÕs delight.
Useful Birds.
A female employment, and a constant follower of man.","[-0.7868343, 50.8490991]",20.0,1831,British Library,"Trewman's Exeter Flying Post, 12 Jan. 1832. British Library Newspapers, https://link.galegroup.com/apps/doc/Y3200665511/DSLAB?u=crepuq_mcgill&sid=DSLAB&xid=eb531b97","Trewman's Exeter Flying Post. January 12, 1831"
1304,1307.0,Enigmatic Bill of Fare,,y,"January 01, 1812","January 1, 1812",England,"London, England",The Lady's Monthly Museum,,,,,,,"Intellectual Entertainment.
A Riddle.
DINNER.
The divine part of man.
A Blockhead hashed.
A Thing of no consequence.
The ornamental part of a head.
An unruly Member.
The Grand Dominion

DESERT.
A Dutch Prince serene.
The Drink of the Gods, and the outside Skin.
To fret, and EveÕs temptation.

Left
A domestic Fowl, and the Produce of the Hedges
Musical Instruments.
The first Temptation and a gust of wind.
A lean wife.

Right:
One of the signs of the Zodiac.
A TailorÕs Plunder.
Running Streams
Married Folks","[-0.1276474, 51.5073219]",21.0,1812,British Library,"The Lady's Monthly Museum, 1 Jan. 1812, p. 59. 19th Century UK Periodicals, https://link.galegroup.com/apps/doc/DX1901245378/DSLAB?u=crepuq_mcgill&sid=DSLAB&xid=1a783e40","The Lady's Monthly Museum January 01, 1812"
1305,1308.0,Enigmatic Bill of Fare,,y,"January 01, 1752",1752,England,"London, England","The sports of the muses. Or a minute's mirth for any hour of the day. Containing a select collection of only the best and most approved English and Scotch songs, ballads, and tales; and of the most ingenious and diverting Epigrams, Epitaphs, Riddles, Bons Mots, and other short Pieces of Wit and Humour, by our most celebrated Poets, viz. Spenser, Shakespear, Johnson, Milton, Dryden, Cowley, Waller, Rochester, Roscommon, Buckingham, Congreve, Addison, Steele, Prior, Gay, Parnell, Philips, Swift, Pope, Che-f-d, L-y-n, And Others, whose Names are here prefixed to the several Pieces of which they are the Authors",,,M. Cooper,,,,"An Aenigmatical Representation of a real Entertainment.
FIRST COURSE.
Melancholy Soup with crooked Sarah.
Roasted Furrows. Cutlets undressÕd.
Pride revers'd, in a Pye.
The divine Part of Man boilÕd. A Blockhead hashÕd.
The Leg of a Corncutter boil'd, with Diamond Weights.
SECOND COURSE. 
Venus's Guides.
A Dutch Prince, in a Pudding. An unruly Member, garnish'd with perpetual Motion.
Move Jack. 
Part of the Zodiack, butter'd. The first Temptation, in a small Blast of Wind.
The Grand Seignor's Dominions larded.
DESSERT.
 The loss of a Wife and the Gain of a Husband, in Jelly. 
Cow's Provender, with half Gooseberries. Some Hundred Thousands.
Sorrowful Apples, with bad Wives round them. 
Busy Bodies. Couples.
The Reward of a Soldier, in Cream. 
LIQUORS. 
The Joke of Puppet Shew, made with Torture, A Bottle of Hiltop
A Bottle of Hyp. A Soldier's Habitation, with a pretty Girl in it
A Bottle of Bag. A Side Grace Cup, of lamentable Cloathing.
A Bottle of Torbay.","[-0.1276474, 51.5073219]",22.0,1752,British Library,"The sports of the muses. Or a minute's mirth for any hour of the day. Containing a select collection of only the best and most approved English and Scotch songs, ballads, and tales; and of the most ingenious and diverting Epigrams, Epitaphs, Riddles, Bons Mots, and other short Pieces of Wit and Humour, by our most celebrated Poets, viz. Spenser, Shakespear, Johnson, Milton, Dryden, Cowley, Waller, Rochester, Roscommon, Buckingham, Congreve, Addison, Steele, Prior, Gay, Parnell, Philips, Swift, Pope, Che-f-d, L-y-n, And Others, whose Names are here prefixed to the several Pieces of which they are the Authors. ... Vol. 2, printed: and sold by M. Cooper, 1752. Eighteenth Century Collections Online, https://link.galegroup.com/apps/doc/CW0114771776/DSLAB?u=crepuq_mcgill&sid=DSLAB&xid=a3a6cad2","The sports of the muses. Or a minute's mirth for any hour of the day. Containing a select collection of only the best and most approved English and Scotch songs, ballads, and tales; and of the most ingenious and diverting Epigrams, Epitaphs, Riddles, Bons Mots, and other short Pieces of Wit and Humour, by our most celebrated Poets, viz. Spenser, Shakespear, Johnson, Milton, Dryden, Cowley, Waller, Rochester, Roscommon, Buckingham, Congreve, Addison, Steele, Prior, Gay, Parnell, Philips, Swift, Pope, Che-f-d, L-y-n, And Others, whose Names are here prefixed to the several Pieces of which they are the Authors January 01, 1752"
1306,1309.0,Enigmatic Bill of Fare,,y,,MISSING,England,"London, England",1st course,,,,,,,"1st Course
Middle:
The Divine part of Man

Sauce of little Creatures

Imitative Soup

Sauce of ManÕs ruin

A lean Wife

Left:
A foreign Country
An unruly Member
A well powdered Head

Right:
A TailorÕs delight
Useful Birds
A female employment & a constant follower of Man

2nd Course

Middle:
The  Grand SeigniorÕs dominions

Sauce of the Staff of life

A young Simpleton

Sauce of soft Grease

The ornamental part of a head

Left:
A root of Israel
A thing of no consequence
Stewed upstarts

Right:
A sign of the Zodiac
Some small blasts of air
Some sweet warblors","[-0.1276474, 51.5073219]",23.0,MISSING,Birmingham_Cadbury Library,"Cadbury Research Library: Special Collections, University of Birmingham",1st course nan
1307,1310.0,Enigmatic Bill of Fare,,y,"January 01, 1844",1844,England,"30 Great Sutton Street, Clerkenwell, London, England",Nuts to Crack,,,,,,,"1of2: 65-90 A BILL OF FARE.
1/3:
DINNER.
The divine part of man

A blockhead, hashed.

A thing of no consequence.

The ornamental part of the head.

An unruly Member

The Grand SeignorÕs Dominions.

Left:
A TailorÕs Plunder.

One of the signs of the Zodiac.

Right:
A lean Wife.

The first temptation, and a gust of wind

DESSERT.
Middle:
A Dutch Prince Serene.

The drink of Gods, and the outside Skin.

To fret, and EveÕs temptation.

Left:
Running Streams.

Married Folks.

Right:
Musical Instruments.

A domestic fowl, and the produce of the Hedges.

WINES, &c.
Middle:
Counterfeit Agony.

An Island in the Atlantic Ocean.

A small tree.

A town in Portugal.

Merry Andrew.

Left:
A SailorÕs Desire.

A Province in France.

Right:
A SoldierÕs Habitation.

A high hill. 2of2: 65Ñ90
O give me for DINNER a Sole and a Crab,
A Hare and a Spare-rib as well;
Some Calves head well hashed, for at that IÕm a dab, 
And a Tongue the remainder to tell.

A small Apple-puff, with some Cabbage to face,
And a Turkey whose sweets I may rifle.
And then just to finish and fill up a space,
I should likeÑyes, I shouldÑsome nice Trifle.

My DESSERT shall be Oranges cooling and sweet, 
With Nectarines, Hautboys, and Pears,
Then Pine-apples, Currants, and Gooseberries meet, 
And all help to soothe a manÕs cares.

As for LIQUORS and WINES, though not given to tope,
I should like to have plenty and good,
With sparkling Champaign let stout Burgundy 
cope,
And Madeira to better the blood.

The Mountain and Tent shall together be placed,
Then Shrub, for I'm quite out of Sherry,
With Lisbon and Port shall the table be graced,
And Punchy to conclude, make us merry.

Thus I'd live, but the cash it would cost makes me 
pause;
Yet I will do so when I can spare it 
And when thus I keep hospitality's laws,
Give me friends undissemembling to share it.","[-0.1010804, 51.5232259]",24.0,1837?-1851?,Bodleian Library,"Bodleian Library, University of Oxford: John Johnson Collection: Nuts to Crack, fol. 52 (part II), Hieroglyphic Letters folder. http://solo.bodleian.ox.ac.uk/primo-explore/fulldisplay?docid=oxfaleph014705802&context=L&vid=SOLO&search_scope=LSCOP_ALL&tab=local&lang=en_US","Nuts to Crack January 01, 1844"
1308,1311.0,Enigmatic Bill of Fare,,y,"January 01, 1808",1808,America,"Lancaster, Pennsylvania",,,,,,,,"Left Page:
An Enigmatical Bill of Fare
First Course
Melancholy Soup, with Crooked Sarah
Removed for a SoldierÕs Staff
Roasted Furrows	Cutlers undressÕd
Pride reversÕd in a Pye
The Divine Part of a man boiled	A Blockhead hashÕd
The Leg of a Corn-cutter boilÕd with Diamond Weights

Second Course
VenusÕs Guides
A Dutch Prince in a Pudding		An unruly Member garnishÕd with perpetual motion
Move Jack
Part of the Zodiack butterÕd		The first Temptation in a small Blast
The Grand SigniorÕs Dominions larded

Right Page:
Desert
The Loss of a Wife the Gain of a Husband in Jelly
Cow's Provender, with half Gooseberries. Some Hundred Thousands.
Sorrowful Apples, with bad Wives round them. 
Busy Bodies. Couples.
The Reward of a Soldier, in Cream. 

Liquors
The Joke of Puppet Shew, made with Torture, 		A Bottle of Hiltop	
A Bottle of Hyp, 			A Soldier's Habitation, with a pretty Girl in it
A Bottle of Bag, 			A Side Grace Cup, of lamentable Cloathing.
A Bottle of Torbay, ","[-76.3056686, 40.03813]",25.0,1800-1816,Landis_Valley_Village_and_Farm_Museum,"ÒLandis Valley Village & Farm Museum, Pennsylvania Historical & Museum Commission.Ó ","nan January 01, 1808"
1309,1312.0,Enigmatic Bill of Fare,,y,"January 01, 1815",1815,England,"Hooton Pagnell Hall, Doncaster, South Yorkshire, England",NO TITLE,,,,,,,"1.
Middle:
Move Jack

TaylorÕs Practice

Crooked Sarah

The interior of a sportsman

A female united to a male

An act of industry & what occasions wrinkles

A Baronet

Left:
A part of your shoes stewed

The Grand Seignoirs dominions

What Adam gave to eve

Right:
Henry & what denotes Partnerships

One of the twelve tribes of Israel

What is found in beds joined to Martha

Second course:

A Barren waste and a SportmanÕs Delight

Russian apples sour

A Beau

The first temptation & a slight gust of wind

What Idle people do

A Pudding made of a Dutch Prince

Roasted Furrows

Satan","[-1.26723478812899, 53.5647259]",26.0,1790-1840,McGill Library,McGill RBSC,"NO TITLE January 01, 1815"
1310,1313.0,Enigmatic Bill of Fare,,y,"January 01, 1867",1867,America,"Springfield, Massachusetts","Popular Pastimes for Field and Fireside, by 
Caroline L. Smith",,,,,,,"An Enigmatical Dinner
1. The Grand SeigniorÕs Dominions.
2. Two Tailors.
3. An Ornamental part of the Head.
4. An Exquisite and the King of Beasts.
5. A Famous English Wit.
6. A Place where Money is made and Impudence.
7. WomanÕs weapon.
8. A Biped, and to depart.
9. A Cooking Utensil, a Vowel and part of a foot.
10. A Biped from NoahÕs Ark.
11. A TailorÕs Perquisites.

Dessert.
1. A Cold Substance and the Best of Everything.
2. An Island in the Atlantic Ocean.
3. A Cure for Lazy Horses.
4. Pretended Suffering.
5. An Amusing and Talented Periodical.
6. Part of a River in Pennsylvania.
7. To Fret, and the Fruit of Temptation.
8. The Joint of an Animal.
9. Married People.
10. One-Third of Two, and a Firelock.
11. Running Streams.

Answer to Enigmatical Dinner.
1. Turkey.
2. Parsnips.
3. Hare, (hair.)
4. Dandelion, (dandy-lion.)
5. Lamb.
6. Mint-sauce.
7. Tongue.
8. Mangoes.
9. Potatoes.
10. Ham.
11. Cabbage.

Dessert.
1. Ice cream.
2. Maderia, (wine.)
3. Whips.
4. Champagne, (sham-pain.)
5. Punch.
6. Brandy.
7. Pine-apples.
8. Hock.
9. Pears.
10. Trifle.
11. Currants.","[-72.589811, 42.1014831]",27.0,1867,Project Gutenberg,"Title: Popular Pastimes for Field and Fireside
       or Amusements for young and old

Author: Caroline L. Smith

Release Date: April 30, 2016 [EBook #51896]

Language: English - Link - http://www.gutenberg.org/files/51896/51896-h/51896-h.htm#Page_168","Popular Pastimes for Field and Fireside, by 
Caroline L. Smith January 01, 1867"
1311,1314.0,Enigmatic Bill of Fare,,y,"March 01, 1890","March 1, 1890",America,"Holyoke, Massachusetts","Good Housekeeping vol. 10, no. 10",,,,,,,"242.-AN ENIGMATICAL DINNER. MEAT, GAME, FOWL AND FISH. i. The ornamental part of the head. 2. The divine part of man. 3, A tailor's implement. 4. A blockhead. 5. The Grand Seigniors Dominions. 6. A lean wife. 7. An unruly member. 8. A sign in the Zodiac. VEGETABLES. i. The earth, and a thing of small value. 2. A tailor's plunder. 3. A dish made of Indian corn, and several apartments in a house. 4. Equal in number, and odd ends. 5. An iron vessel, and eight ciphers. 6. Marks of contempt. 7. The work of a spider, and long life. 8. A thing of no consequence. 9. The title of a bird. 10. To conquer. DESSERT. i. The drink of the gods, and the shell of a melon. 2. A Dutch prince. 3. Married folks. /. A musical instrument. 5. ^olorless, and the seat of life. 6. To fret, and Eve's temptation. 7. A domestic fowl, and the product of a hedge. 8. A defense, and a nut. 9. The first temptation, and a light breeze. 10. An instrument of torture, ii. What England never will be. 12. A running stream. 13. A part of the body, and nuts. DRINKS. ,i. A sailor's desire. 2. A small tree. 3. Merry Andrews., 4. A high mountain. 5. Counterfeit agony. 6. A city of Portugal. 7. An island in the Atlantic ocean. 8. Adam's ale.

242.-AN ENIGMATICAL DINNER. Answers MEAT, GAME, FOWL AND FISH. i. Hare. 2. Heart.3. Goose. 4. Calves-head. 5. Turkey.6. Spare-rib. 7. Tongue. 8.Fishes. VEGETABLES. i. Ground-nut. 2. Cabbage. 3. Mushrooms. 4. Parsnips. 5. Potatoes. 6. Turnips. 7. Spinach. 8. Trifle. 9. Pea-bird. 10. Beet. DESSERT. i. Nectarine.2. Orange. 3. Pears. 4. Cymball. 5. White-heart. 6. Pine-apple.7. Gooseberry. 8. Walnut.9 Apple-puff. 10. Whip. ii. Floating Island. 12. Currants.13. Chestnuts. DRINKS. i. Port. 2. Shrub. 3. Syllabub.4. Teneriffe. 5. Champagne. 6. Lisbon.7. Madeira. 8. Water.","[-72.6155062, 42.2045965]",28.0,1890,Mann Library - Cornell,"Good housekeeping: Volume 10, Number 10 + Good housekeeping: Volume 10, Number 11 - http://hearth.library.cornell.edu/h/hearth/browse/title/6417403.html#1890","Good Housekeeping vol. 10, no. 10 March 01, 1890"
1312,1315.0,Enigmatic Bill of Fare,,y,"June 01, 1824","June, 1824",America,"No. 53 Market Street, Philadelphia, Pennsylvania","The Casket; Or, Flowers of Literature, Wit & Sentiment, Volume 10",,,,,,,"An Enigmatical Dinner

First Course.
The divine part of Man.
The ornamental part of the head.
A TailorÕs Iron.
The Grand SeigniorÕs dominion.
A lean Wife.
A sign in the Zodiac.
Annual stipend.
Animal and vegetable.
Equal number and odd ends.
An iron vessel and two cyphers.
An unruly member.
Some hundred and thousand in land measure.
A TailorÕs plunder.
The work of a spider and old age.

Beverages.
The Country Recluse.
Counterfeit agony.
A town in Portugal.
A sailorÕs desire.
A small tree.
Merry Andrew.
A high hill.
An island in the Atlantic.
The soldierÕs habitation.
AdamÕs ale.
Ghosts.

Desert [sic].
Instruments of torture.
Motives.
The top of milk and squirrelÕs delight.
To fret and EveÕs temptation.
A game and nuts.
A Dutch Prince.
Married folks.
The drink of Gods and the skin of melons.
Colourless and the seat of life.
Musical Instruments.
A domestic fowl and the produce of a hedge.
Things of no consequence.
A defence and nuts.
Mark of contempt.
Running streams.
What England never will be.","[-75.1464749, 39.9502271]",29.0,1824,Google Books,"The Casket; Or, Flowers of Literature, Wit & Sentiment, Volume 10. Google Books: https://books.google.ca/books?id=0xFPAAAAYAAJ&pg=PA1&dq=%22a+game+and+nuts%22&source=gbs_selected_pages&cad=3#v=onepage&q=%22a%20game%20and%20nuts%22&f=false","The Casket; Or, Flowers of Literature, Wit & Sentiment, Volume 10 June 01, 1824"
1313,1316.0,Enigmatic Bill of Fare,,y,"January 01, 1743",1743,England,"Dogwell-Court, Fleet-Street,  Whitefriars, London","The Lady's Companion; Or, an Infallible Guide to the Fair Sex",,,,,,,"An Aenigmatical Bill of FARE
FIRST COURSE
Melancholy Soop with crooked Sarah
Removed for a SoldierÕs Staff
Roasted Furrows
Cutlets undressÕd
Pride reversÕd in a Pie
The Divine Part of a Man boiled
A Blockhead hashÕd
The Leg of a Corncutter boilÕd with Diamond Weights

SECOND COURSE
VenusÕs Guides
A Dutch Prince in a Pudding
An unruly Member garnishÕd with perpetual Motion.
Move Jack.
Part of the Zodiack butterÕd
The first Temptation in a small Blast of Wind.
The Grand SeigniorÕs Dominions larded

DESERT
The Loss of a Wife the Gain of a Husband in Jelly
CowÕs Provender with Half Gooseberries
Some Hundred Thousands
Sorrowful Apples with bad Wives about them
Busy Bodies
Couples
The Reward of a Soldier in Cream

LIQUORS
The Joke of a Pupper Shew made with Torture
A Bottle of Hyp
A Bottle of Bag
A Bottle of Torbay
A Bottle of Hill-Top
A SoldierÕs Habitation with a pretty Girl in it
A Side Grace Cup of lamentable Cloathing",,30.0,1743,The British Library,"The Lady's Companion: Or, an Infallible Guide to the Fair Sex. Containing, Observations for Their Conduct Thro'all Ages and Circumstances of Life: in which are Comprised All Parts of Good Housewifry, Particularly Rules, and Above Two Thousand Different Receipts in Every Kind of Cookery .. The ...
The Lady's Companion: Or, an Infallible Guide to the Fair Sex. Containing, Observations for Their Conduct Thro'all Ages and Circumstances of Life: in which are Comprised All Parts of Good Housewifry, Particularly Rules, and Above Two Thousand Different Receipts in Every Kind of Cookery .. The Fourth Edition, with Large AdditionsPublisher; T. Read; 1743
Original from	The British Library
Digitized	4 May 2017: - https://books.google.ca/books?id=tsRzFXClZ9QC&dq=%22roasted+furrows%22&source=gbs_navlinks_s","The Lady's Companion; Or, an Infallible Guide to the Fair Sex January 01, 1743"
1314,1317.0,Enigmatic Bill of Fare,,y,"July 01, 1802","July, 1802",America,"No. 44 Marlboro St., opposite Bromfield's Lane, Boston, Massachusetts","The New England Quarterly Magazine, Vol. 2",,,,,,,"AN AENIGMATICAL representation of a Real Entertainment
FIRST COURSE.
Melancholy Soup with crooked Sarah
Roasted Furrows
Cutlets undressÕd
Pride reversed in a Pye
The divine Part of a Man boiled
A Blockhead hashed
The Leg of a Corn-cutter boiled, with Diamond Weights

SECOND COURSE.
VenusÕs Guides
A Dutch Prince in a Pudding
An unruly Member garnished with perpetual Motion
Move Jack
Part of the Zodiack buttered
The first Temptation in a small Blast of Wind
The Grand SeignorÕs Dominions larded

DESERT.
The Loss of a Wife, and the Gain of a Husband, in Jelly
CowÕs Provender with half Gooseberries
Some hundred Thousands
Sorrowful Apples with bad Wives round them
Busy Bodies
Couples
The Reward of a Solider in Cream

LIQUORS.
The Joke of a Puppet-Shew made with Torture
A Bottle of Hyp
A Bottle of Bag
A Bottle of Torbay
A Bottle of Hill-Top
A soldierÕs Habitation with a pretty in it
A Side Grace Cup, of lamentable Cloathing",,31.0,1802,The University of Michigan,"The New England Quarterly Magazine, Volume 2, 1802, the University of Michigan, Digiztized 4 June 2007, https://books.google.ca/books?id=vR82AAAAMAAJ&dq=%22roasted+furrows%22&source=gbs_navlinks_s","The New England Quarterly Magazine, Vol. 2 July 01, 1802"
1315,1318.0,Enigmatic Bill of Fare,,y,"January 01, 1774","January, 1774",Ireland,"Dame Street, Dublin, Ireland","The Hibernian Magazine, Or, Compendium of Entertaining Knowledge, Volume 4",,,,,,,"An Enigmatical Representation of a real Entertainment.
First Course
1. Melancholy Soup, with crooked Sarah
2. Soldiers staff
3. Roasted furrows
4. Cutlets undressed
5. Pride reversed in a pie
6. The leg of a corn-cutter, boiled with diamond weights
7. The divine part of a man, boiled
8. A blockhead, hashed
Second Course
9. VenusÕs guides
10. A Dutch Prince, in a pudding
11. An unruly member, garnished with perpetual motion
12. Move Jack
13. The Grand SeignorÕs dominions, larded
14. Part of the zodiac, buttered
15. The first temptation, in a small blast of wind
Dessert
16. The loss of a wife, and the gain of a husband, in jelly
17. Cows provender, with half goos-berries
18. Some hundred thousands
19. Sorrowful apples, with bad wives round them
20. Busy bodies
21. Couplet
22. The reward of a soldier, in cream
23. The joke of a pupper show made with torture
24. A bottle of Torbay
25. A bottle of hip
26. A side grace cup of lamentable cloathing
27. Obscured (Presumably ÒA Bottle of Hill-TopÓ or ÒA Bottle of BagÓ)
28. Obscured (Presumably ÒA Bottle of Hill-TopÓ or ÒA Bottle of BagÓ)
29. A soldiers habitation, with a pretty girl in it","[-6.2669948, 53.3441352]",32.0,1774,The New York Public Library,"The Hibernian Magazine, Or, Compendium of Entertaining Knowledge, Volume 4; James Plotts, 1774, the New York Public Library, Digitized 21 Nov 2007: https://books.google.ca/books?id=MrURAAAAYAAJ&dq=%22roasted+furrows%22&source=gbs_navlinks_s","The Hibernian Magazine, Or, Compendium of Entertaining Knowledge, Volume 4 January 01, 1774"
1316,1319.0,Enigmatic Bill of Fare,,y,"January 01, 1816",1816,England,"111 Cheapside, London",The Spirit of Irish Wit; Or Post-chaise Companion 1816,,,,,,,"AN ENIGMATICAL REPRESENTATION OF A REAL ENTERTAINMNET.
FIRST COURSE
Melancholy Soup with crooked Sarah
Roasted Furrows
Cutlets undressed
Pride reversed in a Pye
The divine Part of a Man boiled
A Blockhead hashed
The Leg of a Corn-cutter boiled, with Diamond Weights

SECOND COURSE.
VenusÕs Guides.
A Dutch Prince in a Pudding
An unruly Member garnished with perpetual motion
Move Jack
Part of the Zodiack buttered
The first Temptation in a small Blast of Wind
The Grand SeignorÕs DominionÕs larded

DESERT.
The loss of a Wife, and the Gain of a Husband, in Jelly
CowÕs Provender with half Gooseberries
Some hundred Thousands
Sorrowful Apples with bad Wives round them
Busy Bodies
Couples
The Reward of a Soldier in Cream

LIQUORS.
The Joke of a Puppet-Shew made with Torture
A Bottle of Hyp
A Bottle of Bag
A Bottle of Hill-Top
A SoldierÕs Habitation, with a pretty Girl in it
A Side Grace Cup, of lamentable Clothing","[-0.0877027, 51.6166516]",33.0,1816,Austrian National Library,"The Spirit of Irish Wit; Or Post-chaise Companion (etc.), by Timothy Broadgrin, Published Tegg 1816, Digitzied 9 Jan 2015: https://books.google.ca/books?id=PjhgAAAAcAAJ&dq=%22roasted+furrows%22&source=gbs_navlinks_s","The Spirit of Irish Wit; Or Post-chaise Companion 1816 January 01, 1816"
