docId,document title,publication year,sentiment score,relative mean score
DX1901054345,Our friend J. H. BATCHELOR to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.4434,-0.0187
DX1901052664,PUZZLEDOM,"1873",0.4417,-0.022
DX1901068564,RIDDLE TOURNAMENT,"1888",0.4397,-0.0258
DX1901875863,Our friends BINSTEAD AND CROYSDILL to-day take the lead in the RIDDLE TOURNAMENT,"1879",0.4396,-0.026
DX1901499102,NUTS TO CRACK,"1879",0.439,-0.027
DX1901734253,"CHARADES, REBUSES, &c.","1864",0.439,-0.027
DX1901906598,"ENIGMAS, CHARADES, ETC.","1868",0.4375,-0.0299
DX1901590799,An anonymous contributor to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.4375,-0.0299
DX1901106381,Crackers for the Ingenious,"1877",0.4375,-0.0299
DX1901069346,RIDDLE TOURNAMENT,"1886",0.4361,-0.0326
DX1901589977,Our friend T. DRAKE to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.4353,-0.0342
DX1901058247,RIDDLE TOURNAMENT,"1883",0.4351,-0.0345
DX1901054172,Our friend FLORENCE NIXON to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.4337,-0.0371
DX1901508213,OUR LITTLE FOLKS' OWN PUZZLES,"1884",0.4333,-0.0379
DX1901058579,RIDDLE TOURNAMENT,"1883",0.4314,-0.0416
DX1901053902,Our friend T. L. HEMERY to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.4297,-0.0448
DX1901146396,OUR PRIZE TOURNAMENT,"1883",0.4286,-0.047
DX1901517953,OUR LITTLE FOLKS' OWN PUZZLES,"1900",0.4286,-0.047
DX1901526887,AMUSING,"1867",0.4286,-0.047
DX1901678096,Our Puzzle Department,"1868",0.4286,-0.047
DX1901115905,Crackers for the Ingenious,"1880",0.4286,-0.047
DX1901527698,PUZZLEDOM,"1880",0.4286,-0.047
DX1901591299,Our friend ANNIE STANTON to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.4286,-0.047
QLQAEB929284530,Puzzles & Riddles,"1877",0.4286,-0.047
DX1901105525,Crackers for the Ingenious,"1876",0.4286,-0.047
DX1901109086,Crackers for the Ingenious,"1878",0.4286,-0.047
DX1901684116,CHARADE,"1842",0.4286,-0.047
ANYNWJ917794051,Puzzles Riddles &c,"1878",0.4286,-0.047
DX1901531929,PUZZLEDOM,"1888",0.4286,-0.047
DX1901060427,Our fiend ANNIE FF. STANTON to-day takes the lead in thhe RIDDLE TOURNAMENT,"1879",0.4275,-0.0491
DX1901061020,RIDDLE TOURNAMENT,"1889",0.4258,-0.0523
DX1901056606,RIDDLE TOURNAMENT,"1882",0.4237,-0.0562
DX1901064040,RIDDLE TOURNAMENT,"1886",0.4225,-0.0585
DX1901065014,RIDDLE TOURNAMENT,"1885",0.422,-0.0596
DX1901499243,"ENIGMAS, CHARADES, ETC.","1867",0.4211,-0.0613
DX1901499274,"ENIGMAS, CHARADES, ETC.","1867",0.4211,-0.0613
AUNWCW881434770,The Riddler,"1887",0.4211,-0.0613
DX1901724544,UNBLE BIBLE ACROSTIC AND HIDDEN TEXT,"1898",0.4211,-0.0613
DX1901122390,Crackers for the Ingenious,"1867",0.4194,-0.0645
DX1901590132,Our friend T. L. HEMERY to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.4182,-0.0668
HZYNKD748571684,The Riddler,"1888",0.4175,-0.0681
DX1901056417,RIDDLE TOURNAMENT,"1882",0.4167,-0.0697
DX1901177261,MAMMA'S BIBLE QUESTIONS,"1872",0.4167,-0.0697
BLQUIO893087628,Puzzles Riddles &c,"1878",0.4167,-0.0697
BITUAT438229202,Puzzles Riddles,"1878",0.4167,-0.0697
DX1901590108,Our friend SPKRANZA to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.413,-0.0766
DX1901730690,"CHARADES, REBUSES, &C.","1865",0.4127,-0.0772
DX1901518302,OUR LITTLE FOLKS' OWN PUZZLES,"1900",0.4118,-0.079
CC1904017014,PUZZLES,"1878",0.4118,-0.079
DX1901793197,"ENIGMAS, CHARADES, &c.","1866",0.4118,-0.079
DQBASP264368863,Puzzles Riddles &c.,"1877",0.4118,-0.079
RNAYYJ089043142,Puzzles Riddles &c.,"1877",0.4118,-0.079
DX1901063018,THE RIDDLE TOURNAMENT,"1889",0.41,-0.0823
PVJFAS206145519,The Riddler,"1886",0.4091,-0.0841
DX1901882935,RIDDLES AND PUZZLES,"1880",0.4091,-0.0841
WNVZYB029894949,Enigmatical Pastimes,"1875",0.4091,-0.0841
DX1901731551,PUZZLE PAGES,"1868",0.4091,-0.0841
DX1901269702,Our friend HARRY C. PRICE to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.4087,-0.0849
DX1901065404,RIDDLE TOURNAMENT,"1885",0.4072,-0.0877
DX1902009589,AMUSING,"1872",0.4043,-0.0933
DX1901793155,"ENIGMAS, CHARADES, &c.","1866",0.4043,-0.0933
DX1901793632,"ENIGMAS, CHARADES, &c.","1866",0.4043,-0.0933
DX1901497040,NUTS TO CRACK,"1873",0.4038,-0.0941
DX1901731661,PUZZLE PAGES,"1868",0.4035,-0.0948
DX1901055480,RIDDLE TOURNAMENT,"1881",0.4021,-0.0975
DX1901177124,SCRIPTURE ENIGMA,"1871",0.4,-0.1014
CC1903267656,OUR RECREATION CORNER,"1868",0.4,-0.1014
DX1901177182,SCRIPTURE ENIGMA,"1872",0.4,-0.1014
DX1901118729,Crackers for the Ingenious,"1875",0.4,-0.1014
DX1901123242,Crackers for the Ingenious,"1872",0.4,-0.1014
DX1901677118,CHARADE,"1843",0.4,-0.1014
DX1901123639,Crackers for the Ingenious,"1873",0.4,-0.1014
DX1901499531,"ENIGMAS, CHARADES, ETC.","1868",0.4,-0.1014
DX1901126281,Crakers for the Ingenious,"1874",0.4,-0.1014
DX1901230351,CHARADE I,"1893",0.4,-0.1014
KKBSZR951578133,Puzzles Riddles &c.,"1878",0.4,-0.1014
RFDFOD280633122,Puzzles Riddles,"1878",0.4,-0.1014
DX1901499183,NUTS TO CRACK,"1879",0.4,-0.1014
DX1901530362,PUZZLEDOM,"1881",0.4,-0.1014
DX1901683587,CHARADE,"1841",0.4,-0.1014
DX1901497659,NUTS TO CRACK,"1877",0.4,-0.1014
DX1901497640,NUTS TO CRACK,"1877",0.4,-0.1014
IJVAJK298151791,Enigmatical and Amusing Exercises for Leisure Moments,"1864",0.4,-0.1014
DX1901176975,CHARADE,"1871",0.4,-0.1014
DX1901176551,SCRIPTURE ENIGMA,"1869",0.4,-0.1014
RGWQOR286198418,Enigma,"1902",0.4,-0.1014
DX1901678249,SCRIPTURE PUZZLES,"1869",0.4,-0.1014
IYJTWM431253779,Enigmatical Pastimes,"1876",0.4,-0.1014
DX1901677868,CHARADE,"1847",0.4,-0.1014
KARNGS723183667,Prize Charade,"1888",0.4,-0.1014
DX1901723341,BIBLE TEACHING CLASS,"1894",0.4,-0.1014
DX1901507888,OUR LITTLE FOLKS' OWN PUZZLES,"1885",0.4,-0.1014
DX1901589139,Our friend F. M. TEBBS to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.3984,-0.1045
DX1901056511,RIDDLE TOURNAMENT,"1882",0.3983,-0.1047
DX1901061819,THE RIDDLE TOURNAMENT,"1889",0.3971,-0.1071
DX1901060775,RIDDLE TOURNAMENT,"1889",0.3969,-0.1074
DX1901063218,RIDDLE TOURNAMENT,"1886",0.3955,-0.1101
DX1901678209,Our Puzzle Department,"1869",0.3939,-0.113
DX1901526252,AMUSING,"1868",0.3939,-0.113
DX1901590679,RIDDLE TOURNAMENT,"1878",0.3932,-0.1145
DX1901906588,"ENIGMAS, CHARADES, ETC.","1868",0.3929,-0.1151
ZOUERM696829105,Puzzles Riddles,"1877",0.3929,-0.1151
DX1901067492,RIDDLE TOURNAMENT,"1888",0.3927,-0.1154
DX1901221606,RIDDLES AND TRANSPOSITIONS,"1888",0.3924,-0.1159
DX1901124143,Crackers for the Ingenious,"1873",0.3922,-0.1164
DX1901589935,Our friend ANNIE STANTON to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.3918,-0.1172
DX1902009658,AMUSING,"1872",0.3913,-0.118
DX1901068479,RIDDLE TOURNAMENT,"1888",0.3906,-0.1193
DX1901064511,RIDDLE TOURNAMENT,"1885",0.3902,-0.12
DX1901499509,"ENIGMAS, CHARADES, ETC","1868",0.3889,-0.1226
DX1901526318,AMUSING,"1869",0.3889,-0.1226
DX1901122624,Crackers for the Ingenious,"1867",0.3889,-0.1226
JFXUJL646053535,Puzzles Riddles &c.,"1877",0.3889,-0.1226
DX1901122894,Crackers for the Ingenious,"1867",0.3889,-0.1226
DX1901053458,Our friend A. S. PLATTS to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.3885,-0.1233
PKJNAU505311339,The Riddler,"1886",0.3878,-0.1248
GBZOEF257199857,The Puzzler,"1870",0.3871,-0.126
DX1901067946,RIDDLE TOURNAMENT,"1888",0.3867,-0.1268
DX1901061926,THE RIDDLE TOURNAMENT,"1889",0.386,-0.1282
DX1901875886,Our friend H. V. BARWELL to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.3853,-0.1294
DX1901677996,SCRIPTURE PUZZLES,"1868",0.3846,-0.1308
CC1904016991,PUZZLES,"1878",0.3846,-0.1308
DX1901526757,AMUSING,"1867",0.3846,-0.1308
CC1903255964,RECREATION COLUMN,"1869",0.3846,-0.1308
CC1903244414,Charades,"1877",0.381,-0.1378
CC1903255886,RECREATION COLUMN,"1869",0.381,-0.1378
DX1901589220,Our friend A. WILSON to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.38,-0.1396
DX1901590500,"By virtue of this excellent puzzle, our friend F. W. PETCHELL to-day takes the lead in the RIDDLE TOURNAMENT","1878",0.3793,-0.1409
CC1903259124,RECREATION COLUMN,"1870",0.3778,-0.1438
DX1901122920,Crackers for the Ingenious,"1867",0.3774,-0.1446
DX1901590753,Our friend E. BAXTER to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.3762,-0.1468
DX1901053690,Our friend GESSMEYNE AIME to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.3759,-0.1473
DX1901243693,ENIGMA,"1805",0.375,-0.1491
DX1901146508,OUR PRIZE TOURNAMENT,"1883",0.375,-0.1491
DX1901518135,OUR LITTLE FOLK'S OWN PUZZLES,"1900",0.375,-0.1491
CC1903268674,RECREATION COLUMN,"1870",0.3731,-0.1527
DX1901589085,Our friend P. CREGAN to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.3725,-0.1538
DX1901055673,RIDDLE TOURNAMENT,"1881",0.3717,-0.1554
DX1901053713,Our friend E. BAXTER to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.3701,-0.1585
DX1901062968,THE RIDDLE TOURNAMENT,"1889",0.3684,-0.1617
DX1901109187,Crackers for the Ingenious,"1878",0.3684,-0.1617
VPEEZW986219766,Our Sphinx,"1877",0.3684,-0.1617
DX1901590348,Our friend G. GRANT to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.3667,-0.165
DX1901058462,RIDDLE TOURNAMENT,"1883",0.3664,-0.1655
DX1901720510,PUZZLES,"1871",0.3654,-0.1674
DX1901053430,Our friend H. C. PRICE to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.3651,-0.168
DX1901505529,OUR LITTLE FOLKS' OWN PUZZLES,"1882",0.3636,-0.1708
NNHTLU265941160,The Riddler,"1887",0.3636,-0.1708
DX1901060404,Our friend H. V. BARWELL to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.3636,-0.1708
DX1901509316,OUR LITTLE FOLKS' OWN PUZZLES,"1894",0.3636,-0.1708
DX1901869399,"ENIGMAS, CHARADES, ETC.","1868",0.3636,-0.1708
DX1901176960,CHARADE,"1871",0.3636,-0.1708
DX1901058349,RIDDLE TOURNAMENT,"1883",0.3624,-0.1731
DX1901793582,"ENIGMAS, CHARADES, &c.","1866",0.36,-0.1777
DX1901059141,RIDDLE TOURNAMENT,"1884",0.359,-0.1797
DX1901499616,"ENIGMAS, CHARADES, ETC","1868",0.3571,-0.1832
DX1901529955,PUZZLEDOM,"1881",0.3571,-0.1832
DX1901793433,"ENIGMAS, CHARADES, &c.","1866",0.3571,-0.1832
DX1901118423,Crackers for the Ingenious,"1875",0.3571,-0.1832
DX1901503496,DOUBLE ACROSTIC,"1877",0.3571,-0.1832
DX1901067249,RIDDLE TOURNAMENT,"1888",0.3566,-0.1843
SGLEJD303813929,The Puzzler,"1870",0.3559,-0.1855
DX1901058872,RIDDLE TOURNAMENT,"1884",0.3548,-0.1875
DX1901057285,RIDDLE TOURNAMENT,"1882",0.3534,-0.1903
DX1901678415,Our Puzzle Department,"1870",0.3529,-0.1912
HTMLIX661672708,Puzzles Riddles,"1878",0.3529,-0.1912
DX1901068739,RIDDLE TOURNAMENT,"1888",0.3515,-0.1938
CC1903268164,RECREATION COLUMN,"1872",0.3514,-0.1942
DX1901678165,Our Puzzle Department,"1869",0.3514,-0.1942
DX1901055070,RIDDLE TOURNAMENT,"1881",0.3504,-0.196
DX1901069053,RIDDLE TOURNAMENT,"1886",0.3504,-0.196
DX1901589281,Our friend J. A. MARKS to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.3494,-0.1979
DX1901055002,RIDDLE TOURNAMENT,"1881",0.3488,-0.199
DX1901589910,Our friend F. W. BINSTEAD to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.3488,-0.199
DX1901059003,RIDDLE TOURNAMENT,"1884",0.3487,-0.1993
DX1901054427,RIDDLE TOURNAMENT,"1880",0.3483,-0.2
CC1903078046,A Missionary Enigma,"1867",0.3478,-0.2009
DX1901058701,RIDDLE TOURNAMENT,"1883",0.3475,-0.2016
DX1901065281,RIDDLE TOURNAMENT,"1885",0.3457,-0.205
DX1901064793,RIDDLE TOURNAMENT,"1885",0.3431,-0.21
DX1901589117,Our friend G. GRANT to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.3388,-0.218
DX1901059984,Our friends BINSTEAD AND CROYSDILL to-day take the lead in the RIDDLE TOURNAMENT,"1879",0.3388,-0.218
DX1901053642,RIDDLE TOURNAMENT,"1880",0.3387,-0.2183
DX1901784075,PUZZLES,"1869",0.3375,-0.2206
DX1901590424,Our friend J. G. LUMSDEN to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.3368,-0.2219
MUAOOL451460159,The Riddler,"1887",0.3333,-0.2286
DX1901679220,CHARADES,"1872",0.3333,-0.2286
CC1903079163,Missionary Bible Enigmas,"1893",0.3333,-0.2286
DX1901677995,Our Puzzle Department,"1868",0.3333,-0.2286
DX1901906619,"ENIGMAS, CHARADES, ETC.","1868",0.3333,-0.2286
YYHDED792693267,Puzzies Riddles,"1877",0.3333,-0.2286
GILDEF050933176,Puzzles Riddles &c,"1877",0.3333,-0.2286
DX1901499903,NUTS TO CRACK,"1869",0.3333,-0.2286
DX1901503223,RIDDLES AND THEIR ANSWERS,"1872",0.3333,-0.2286
DX1901238756,"CHARADE, ADDRESSED TO MRS. H-LL, OF NEWTON","1816",0.3333,-0.2286
DX1901724419,HIDDEN TEXT AND NUMERICAL ENIGM,"1898",0.3333,-0.2286
UYKOSK606218271,Puzzle Department,"1859",0.3333,-0.2286
DX1901109242,Crackers for the Ingenious,"1878",0.3333,-0.2286
DX1901683924,CHARADE,"1842",0.3333,-0.2286
DX1901245032,CHARADES,"1810",0.3333,-0.2286
NDFUVL531038521,Our Drawer,"1877",0.3333,-0.2286
DX1901115490,Crackers for the Ingenious,"1879",0.3333,-0.2286
DX1901502745,RIDDLE,"1872",0.3333,-0.2286
DX1901676826,CHARADE,"1844",0.3333,-0.2286
CC1903069139,Missionary Enigmas,"1870",0.3333,-0.2286
DX1901104770,Crackers for the Ingenious,"1876",0.3333,-0.2286
DX1901526696,AMUSING,"1867",0.3333,-0.2286
DX1901176586,SCRIPTURE ENIGMA,"1869",0.3333,-0.2286
CC1903079090,Missionary Bible Enigmas,"1893",0.3333,-0.2286
DX1901731380,PUZZLE PAGES,"1868",0.3333,-0.2286
DX1901869262,"ENIGMAS, CHARADES, ETC.","1867",0.3333,-0.2286
DX1901240831,CHARADE,"1823",0.3333,-0.2286
QAIPFB823188387,Enigmatical Pastimes,"1875",0.3333,-0.2286
DX1901062760,THE RIDDLE TOURNAMENT,"1889",0.3333,-0.2286
DX1901589427,Our friend W. NELSON to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.3294,-0.236
DX1901589100,Our friend J. WAKEFIELD to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.3279,-0.239
DX1901122842,Crackers for the Ingenious,"1867",0.3265,-0.2415
DX1901678013,Our Puzzle Department,"1868",0.3261,-0.2424
QORYTW823750332,Enigmatical Pastimes,"1875",0.3256,-0.2433
DX1901052898,PUZZLEDOM. BY MRS. BRODERIP,"1875",0.325,-0.2444
JVEJUJ214951334,Enigmatical and Amusing Exercises,"1863",0.325,-0.2444
DX1901059071,RIDDLE TOURNAMENT,"1884",0.3241,-0.2461
LQZSHN487797464,The Riddler,"1886",0.3235,-0.2472
NFTYGE857932823,The Puzzler,"1870",0.3235,-0.2472
DX1901063326,RIDDLE TOURNAMENT,"1886",0.3218,-0.2505
CC1903240428,OUR PUZZLES,"1899",0.3208,-0.2525
DX1901507568,OUR LITTLE FOLKS' OWN PUZZLES,"1883",0.3182,-0.2574
DX1901060108,Our friend H. W. CAVILL to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.3162,-0.2613
NLILTB367576528,Enigmatical Pastimes,"1875",0.3158,-0.262
XVUJBZ130926085,Enigmatical and Amusing Exercises for Leisure Moemnts,"1863",0.3143,-0.2649
DX1901589591,Our friend LOTTIE W. to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.314,-0.2653
DX1901590481,Our friends MESSRS. WALKER AND STEWART to-day take the lead in the RIDDLE TOURNAMENT,"1878",0.314,-0.2655
CC1903291765,RECREATION COLUMN,"1869",0.3125,-0.2683
DX1901875797,Our friend H. V. BARWELL to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.3125,-0.2683
DX1901530727,NUTS TO CRACK,"1885",0.3125,-0.2683
DX1901590658,Our friend MARGARET L. GREEN to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.31,-0.273
DX1901590561,"Our friend, ANNIE STANTON, to-day takes the lead in the RIDDLE TOURNAMENT","1878",0.3088,-0.2753
KDQFTC524766184,Enigmatical Pastimes,"1874",0.3077,-0.2774
ZTBTOU193943576,The Riddler,"1886",0.3077,-0.2774
DX1901123410,Crakers for the Ingenious,"1872",0.3077,-0.2774
DX1901071833,RIDDLE TOURNAMENT,"1887",0.3061,-0.2804
DX1901052832,PUZZLEDOM,"1874",0.3049,-0.2828
DX1901124069,Crackers for the Ingenious,"1873",0.3043,-0.2838
DX1901058373,RIDDLE TOURNAMENT,"1883",0.304,-0.2845
DX1901591353,Our friend FRED. TAYLOR to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.3036,-0.2853
CC1903259823,RECREATION COLUMN,"1870",0.303,-0.2863
DX1901062414,THE RIDDLE TOURNAMENT,"1889",0.303,-0.2863
DX1901720666,PUZZLES,"1871",0.3016,-0.2891
DX1901590774,Our friend V. R. CARLOSS to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.3014,-0.2895
DX1901793350,"ENIGMAS, CHARADES, &c.","1866",0.3,-0.2921
DX1901781821,THE RIDDLE-BOX,"1874",0.3,-0.2921
DX1901590908,Our friend the BLACK PRINCE to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.3,-0.2921
DX1901724884,DOUBLE BIBLE ACROSTIC AND CHARADE,"1899",0.3,-0.2921
DX1901678520,Our Puzzle Department,"1871",0.3,-0.2921
DX1901687008,PUZZLE PAGES,"1867",0.3,-0.2921
DX1901508862,OUR LITTLE FOLKS' OWN PUZZLES,"1887",0.3,-0.2921
DX1901731451,PUZZLE PAGES,"1868",0.3,-0.2921
DX1901684165,CHARADES,"1842",0.3,-0.2921
DX1901508743,OUR LITTLE FOLKS' OWN PUZZLES,"1887",0.3,-0.2921
DX1901116088,Crackers for the Ingenious,"1880",0.2979,-0.2962
DX1901070368,RIDDLE TOURNAMENT,"1886",0.2976,-0.2966
DX1901063488,RIDDLE TOURNAMENT,"1886",0.297,-0.2978
DX1901053668,Our friend WOODENT CHERLIKETERNOE to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.2963,-0.2992
SRUXNA043865130,Enigmatical and Amusing Exercises for Leisure Moments,"1864",0.2963,-0.2992
DX1901498839,NUTS TO CRACK,"1878",0.2963,-0.2992
CC1903256035,RECREATION COLUMN,"1869",0.2958,-0.3002
ZVHEMO373580162,Puzzles Riddles,"1877",0.2955,-0.3008
DX1901054400,Our friends COULSON AND ADCOCK to-day take the lead in the RIDDLE TOURNAMENT,"1880",0.2951,-0.3015
DKUNWF079171360,The Puzzler,"1870",0.2941,-0.3033
DX1901068081,RIDDLE TOURNAMENT,"1888",0.293,-0.3054
DX1901589803,Our friend WAL KIMPTON to-day takes the lead in the RIDDLE TOURNAMENT,"1877",0.2921,-0.3071
DFGPFN065572032,Puzzles Riddles,"1878",0.2917,-0.308
RREELM011890063,The Puzzler,"1869",0.2895,-0.3122
DX1901053880,Our friend WOODENT CHERLIKETERNOE to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.2887,-0.3137
DX1901055698,RIDDLE TOURNAMENT,"1881",0.2871,-0.3166
DX1901499681,"ENIGMAS, CHARADES, ETC.","1868",0.2857,-0.3193
DX1901590273,Our friend J. G. LUMSDEN to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.2857,-0.3193
PDUKYJ275389651,Our Puzzle Department,"1874",0.2857,-0.3193
HEWDJH873880300,Enigmatical Pastimes,"1874",0.2857,-0.3193
DX1901053858,RIDDLE TOURANAMENT,"1880",0.2857,-0.3193
DX1901511532,OUR LITTLE FOLKS' OWN PUZZLES,"1888",0.2857,-0.3193
RWNANQ964455196,Comic Column,"1877",0.2857,-0.3193
DX1901678756,SCRIPTURE ENIGMAS-DOUBLE ACROSTICS,"1866",0.2857,-0.3193
DX1901068217,RIDDLE TOURNAMENT,"1888",0.2851,-0.3205
DX1901496846,NUTS TO CRACK,"1872",0.2826,-0.3253
DX1901269968,Our friend LOTTIE W. to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.2823,-0.3259
DX1901105023,Crackers for the Ingenious,"1876",0.2821,-0.3263
CC1903255407,OUR RECREATION CORNER,"1868",0.2812,-0.3279
DX1901059188,RIDDLE TOURNAMENT,"1884",0.281,-0.3283
DX1901054764,RIDDLE TOURNAMENT,"1881",0.281,-0.3283
DX1901059224,RIDDLE TOURNAMENT,"1884",0.2804,-0.3295
JKMEAQ564820717,Puzzles Riddles &c,"1877",0.28,-0.3302
DX1901678064,Our Puzzle Department,"1868",0.28,-0.3302
CC1903267610,OUR RECREATION CORNER,"1868",0.28,-0.3302
DX1901064892,RIDDLE TOURNAMENT,"1885",0.2768,-0.3363
DX1901122463,Crackers for the Ingenious,"1867",0.2745,-0.3407
DX1901590057,Our friend WAL KIMPTON to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.2737,-0.3423
DX1901590929,Our friend E. BAXTER to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.2735,-0.3426
DX1901869044,"ENIGMAS, CHARADES, &c.","1867",0.2727,-0.3441
DX1901734273,"CHARADES, REBUSES, &c.","1864",0.2727,-0.3441
DX1901245258,CHARADE,"1811",0.2727,-0.3441
DX1901590988,Our friend OCTAVIA SPERO to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.2713,-0.3468
DX1901068695,RIDDLE TOURNAMENT,"1888",0.2709,-0.3476
DX1901056774,RIDDLE TOURNAMENT,"1882",0.2695,-0.3502
DX1901590826,Our friend JOHN G. LUMSDEN to-day takes the lead in the RIDDLE TOURNAMENT,"1878",0.269,-0.3513
DX1901061150,RIDDLE TOURNAMENT,"1889",0.2689,-0.3515
DX1901053763,Our friend F. W. BINSTEAD to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.2683,-0.3526
DX1901065529,RIDDLE TOURNAMENT,"1885",0.2674,-0.3542
DX1901058156,RIDDLE TOURNAMENT,"1883",0.2673,-0.3544
DX1901118333,Crackers for the Ingenious,"1875",0.2667,-0.3557
DX1901686878,PUZZLE PAGES,"1867",0.2667,-0.3557
CC1903244376,Charades,"1876",0.2667,-0.3557
DX1901686780,PUZZLE PAGES,"1867",0.2667,-0.3557
DX1901729925,"CHARADES, REBUSES, &C.","1866",0.2667,-0.3557
DX1901071198,RIDDLE TOURNAMENT,"1887",0.2647,-0.3594
DX1901118633,Crackers for the Ingenious,"1875",0.2647,-0.3594
NSUNHY017353771,Charades,"1867",0.2632,-0.3623
DX1901793401,"ENIGMAS, CHARADES, &c.","1866",0.2632,-0.3623
CDEHCU675477665,The Puzzler,"1870",0.2619,-0.3647
DX1901054374,Our friend H. C. PRICE to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.2609,-0.3667
CTXYDO493814329,The Puzzler,"1869",0.2609,-0.3667
DX1901053789,Our friend H. C. PRICE to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.259,-0.3703
DX1901497928,NUTS TO CRACK,"1874",0.2564,-0.3752
DX1901591213,Our friends BINSTEAD AND CROYSDILL to-day take the lead in the RIDDLE TOURNAMENT,"1879",0.2553,-0.3773
DX1901269648,Our friends BINSTEAD AND CROYSDILL to-day take the lead in the RIDDLE TOURNAMENT,"1879",0.2538,-0.3801
DX1901061981,THE RIDDLE TOURNAMENT,"1889",0.2538,-0.3802
DX1901054785,RIDDLE TOURNAMENT,"1881",0.2537,-0.3803
DX1901054292,Our friend H. V. BARWELL to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.253,-0.3817
DX1901054521,Our friend H. V. BARWELL to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.2527,-0.3822
DX1901055527,RIDDLE TOURNAMENT,"1881",0.2517,-0.3842
DX1901065493,RIDDLE TOURNAMENT,"1885",0.2516,-0.3844
DX1901683735,CHARADES,"1841",0.25,-0.3874
DX1901677035,CHARADE,"1844",0.25,-0.3874
DX1901677038,CHARADE,"1844",0.25,-0.3874
SMIMRH210288037,Puzzles Riddles,"1878",0.25,-0.3874
DX1901104586,Crackers for the Ingenious,"1876",0.25,-0.3874
JGVTBR051486801,The Riddler,"1886",0.25,-0.3874
DX1901676663,THE RIDDLE OF THE YEAR,"1838",0.25,-0.3874
DX1901678800,DOUBLE ACROSTIC ENIGMAS,"1866",0.25,-0.3874
DX1901730750,"CHARADES, REBUSES, &c.","1865",0.25,-0.3874
CC1903255590,OUR RECREATION CORNER,"1868",0.25,-0.3874
DX1901683984,CHARADES,"1842",0.25,-0.3874
DX1901510758,OUR LITTLE FOLKS' OWN PUZZLES,"1896",0.25,-0.3874
DX1901676828,CHARADE,"1844",0.25,-0.3874
DX1901881431,PUZZLE COMPETITION,"1892",0.25,-0.3874
EDLJFM442540206,Enigma,"1900",0.25,-0.3874
DX1901123831,Crackers for the Ingenious,"1873",0.25,-0.3874
DX1901793262,"ENIGMAS, CHARADES, &c.","1866",0.25,-0.3874
DX1901499320,"ENIGMAS, CHARADES, ETC","1867",0.25,-0.3874
DX1901499787,"ENIGMAS, CHARADES, ETC.","1868",0.25,-0.3874
MXPNXR820406956,Puzzles Riddles &c.,"1877",0.25,-0.3874
DX1901684182,CHARADES,"1842",0.25,-0.3874
DX1901515497,OUR LITTLE FOLKS' OWN PUZZLES,"1898",0.25,-0.3874
BHUULK913348683,Puzzles Riddles,"1877",0.25,-0.3874
DX1901677423,CHARADE,"1843",0.25,-0.3874
